,layer_0_0,layer_0_1,layer_0_2,layer_0_3,layer_0_4,layer_1_0,layer_1_1,layer_1_2,layer_1_3,layer_1_4,layer_2_0,layer_2_1,layer_2_2,layer_2_3,layer_2_4,layer_3_0,layer_3_1,layer_3_2,layer_3_3,layer_3_4,layer_4_0,layer_4_1,layer_4_2,layer_4_3,layer_4_4
12,0.14502927552198097,0.23043164098097826,0.0,0.029005855104396197,-3.5062267470558033,0.17077499832536644,0.300203247494218,0.0,0.034154999665073286,-2.4301143967402634,0.24078598015881492,0.48993490557944425,0.0,0.04815719603176299,-1.1494377617604496,0.25711017613619463,0.5341739190682782,0.0,0.05142203522723893,-0.9957458332427062,0.23915142568780828,0.4855052186661471,1.0,0.03587271385317124,-1.1435870988229977
13,0.1456362868524138,0.2320766581366228,0.0,0.029127257370482763,-3.472967155957707,0.17174226289033054,0.3028245606784026,0.0,0.03434845257806611,-2.4005075461877845,0.24089925147263794,0.4902418739095879,0.0,0.04817985029452759,-1.148313344849545,0.25763794373609517,0.5356041835666536,0.0,0.051527588747219036,-0.9924444067618883,0.2555594955851684,0.5299715327511338,1.0,0.03833392433777526,-0.9860841400483491
14,0.1462649814274371,0.23378043747272928,0.0,0.029252996285487422,-3.4390757599724684,0.17272420716393905,0.3054856562708375,0.0,0.03454484143278781,-2.371056921218945,0.2410195486489638,0.4905678825175171,0.0,0.048203909729792764,-1.1471309270107721,0.2581217465346498,0.5369153022619236,0.0,0.05162434930692997,-0.9878464175371697,0.24933668531724415,0.5131075482852145,1.0,0.037400502797586624,-1.0418073156025098
15,0.1469162542764448,0.23554540454321088,0.0,0.029383250855288964,-3.404551110424582,0.17372174692615266,0.30818901606003435,0.0,0.034744349385230536,-2.341744840105282,0.24114702084396264,0.490913335620495,0.0,0.04822940416879253,-1.1458768683818963,0.258552624613804,0.5380829935333442,0.0,0.051710524922760806,-0.9836532953547057,0.2430101215390526,0.4959623889947225,1.0,0.03645151823085789,-1.1024760884838551
16,0.14759106643101833,0.23737416376969736,0.0,0.029518213286203666,-3.369391196317613,0.17473583825693972,0.31093723104861715,0.0,0.034947167651387945,-2.3125538575865074,0.24128176247439906,0.49127848909051236,0.0,0.04825635249487981,-1.1445499200783489,0.2590918183221979,0.5395442230953873,0.0,0.051818363664439586,-0.979936310884693,0.25331235521741163,0.5238817214564001,1.0,0.037996853282611744,-1.004416093239526
17,0.1482904500391067,0.2392695123011022,0.0,0.029658090007821342,-3.333593438257649,0.17576748010950594,0.3137330084268454,0.0,0.03515349602190119,-2.2834670073417946,0.24142503154537143,0.4916667521554781,0.0,0.048285006309074285,-1.1431494278161258,0.259964969691898,0.5419104869699132,0.0,0.0519929939383796,-0.9753078856882322,0.29459421045300893,0.6357566678943332,1.0,0.04418913156795134,-0.6991563405223608
18,0.1490155139825536,0.24123445523727266,0.0,0.029803102796510723,-3.2971546940288863,0.17681772834307186,0.31657920960182073,0.0,0.035363545668614375,-2.2544677815774103,0.24157989205849117,0.49208642834279454,0.0,0.04831597841169824,-1.1416626958195724,0.2606693234253245,0.5438193046756762,0.0,0.0521338646850649,-0.9678662994840986,0.2691607454722176,0.5668312885425951,1.0,0.040374111820832635,-0.8724804231383123
19,0.14976745034083297,0.2432722231458888,0.0,0.029953490068166597,-3.2600712653353336,0.177887718276696,0.31947891131895934,0.0,0.0355775436553392,-2.225539805005337,0.24174582081671644,0.4925360997742993,0.0,0.04834916416334329,-1.1400584441677155,0.2610832331126916,0.5449410111455057,0.0,0.052216646622538325,-0.9619109538428934,0.23985455371368594,0.48741071467123565,1.0,0.03597818305705289,-1.1322220970076378
20,0.150547542021952,0.24538629274241736,0.0,0.030109508404390403,-3.2223388915942035,0.17897863602391614,0.32243532797809255,0.0,0.03579572720478323,-2.196666325894423,0.24192124703581003,0.493011509582141,0.0,0.04838424940716201,-1.1383427137769755,0.2618301067734535,0.546965059006649,0.0,0.0523660213546907,-0.9584309404780746,0.269828696269379,0.5686414533045502,1.0,0.040474304440406846,-0.866196968815255
21,0.15135717031855808,0.24758040736736608,0.0,0.03027143406371162,-3.1839527203444646,0.18009171039550437,0.3254517896897137,0.0,0.036018342079100873,-2.167831117821418,0.2421636996132427,0.4936685626375141,0.0,0.04843273992264854,-1.1365323455282148,0.2694672193188489,0.5676618409724903,0.0,0.05389344386376979,-0.8982061714348138,0.29680278244253505,0.6417419578388484,1.0,0.04452041736638026,-0.6835357521017353
22,0.1521978229085674,0.24985859866820434,0.0,0.030439564581713482,-3.1449073209475342,0.18122887648544186,0.3285335406109536,0.0,0.036245775297088376,-2.139018755609912,0.24242323404475727,0.494371907980372,0.0,0.048484646808951454,-1.1340362905513133,0.2702667721743384,0.569828650878966,0.0,0.05405335443486769,-0.8909016869662626,0.2772942691903926,0.5888733582395462,1.0,0.04159414037855889,-0.8102396072793115
23,0.15307112152266744,0.25222526157904457,0.0,0.03061422430453349,-3.1051967160723426,0.18239162359884517,0.33168461679903843,0.0,0.036478324719769036,-2.110198018707628,0.24269989767046624,0.49512167390370254,0.0,0.04853997953409325,-1.1313720777972611,0.27083663843829014,0.5713730038978053,0.0,0.05416732768765803,-0.8847405957713184,0.25465376671321804,0.5275169829626506,1.0,0.0381980650069827,-0.9878522393953275
24,0.15397881922567483,0.25468514695304834,0.0,0.030795763845134966,-3.064813553738932,0.18358152732341715,0.3349092881393419,0.0,0.03671630546468343,-2.0813519773942404,0.24299292563980096,0.49591578764173705,0.0,0.0485985851279602,-1.1285407531162723,0.2712407881441925,0.5724682605533672,0.0,0.0542481576288385,-0.8803774235893514,0.24219827614695982,0.49376226598092093,1.0,0.036329741422043975,-1.1043587380628628
25,0.15492281283521156,0.2572433952173755,0.0,0.030984562567042313,-3.023749796486822,0.1848002452845189,0.3382120468415147,0.0,0.03696004905690378,-2.052463931141469,0.24330199700758295,0.49675337942434405,0.0,0.04866039940151659,-1.1255517266363069,0.27182582785168724,0.5740537340154126,0.0,0.05436516557033745,-0.8772970556604784,0.25394280188625445,0.5255902490142397,1.0,0.03809142028293817,-0.9924358025406528
26,0.1559051564040285,0.2599055729106463,0.0,0.0311810312808057,-2.9819967227995248,0.18604952784833595,0.3415976364453549,0.0,0.03720990556966719,-2.0235176518548137,0.24363006312853455,0.4976424475028037,0.0,0.048726012625706916,-1.1224098789319232,0.27251668898740405,0.5759259864157291,0.0,0.054503337797480816,-0.872858370331735,0.26054985581170037,0.5434955442051501,1.0,0.039082478371755054,-0.9349792127847177
27,0.15692807633439754,0.2626777136433538,0.0,0.03138561526687951,-2.93954494619507,0.18733127075496878,0.34507119445790996,0.0,0.03746625415099376,-1.9944972649155341,0.24397966494065024,0.498589877887941,0.0,0.04879593298813005,-1.1190870343881625,0.27278638166934216,0.5766568608925262,0.0,0.054557276333868435,-0.8676475979176469,0.23479953010362117,0.47371146369545036,1.0,0.035219929515543175,-1.1795415006323924
28,0.157993989704357,0.2655663677624851,0.0,0.0315987979408714,-2.8963844339501,0.18864752329330844,0.348638274507611,0.0,0.03772950465866169,-1.9653862162273255,0.2443479601635277,0.49958796792283927,0.0,0.04886959203270554,-1.1155596867746216,0.2734609021296106,0.578484829619541,0.008695652173913118,0.054692180425922124,-0.8656224265223663,0.25706191401286177,0.5340431274061295,0.9913043478260869,0.03855928710192926,-0.9623436674515912
29,0.1591055247674299,0.2685786579063141,0.0,0.03182110495348598,-2.8525044705951927,0.19000041666731177,0.35230465221493706,0.0,0.03800008333346236,-1.9361673699311879,0.24473946757267775,0.5006489636115928,0.0,0.04894789351453555,-1.111858834611538,0.2742819930027442,0.5807100081375182,0.040000000000000036,0.05485639860054884,-0.8615745845215208,0.27414414138669124,0.5803364265221985,0.96,0.04112162120800369,-0.826760196586147
30,0.16026554102922372,0.27172233341253044,0.0,0.03205310820584475,-2.8078936277201665,0.19139228795416452,0.3560766611223971,0.0,0.038278457590832905,-1.9068248320437189,0.2451536181003201,0.5017713227650952,0.0,0.049030723620064026,-1.1079416098213808,0.27386525364631226,0.5795806331878381,0.06929178795552289,0.05477305072926245,-0.8590454408731304,0.23270302334247445,0.46802987355684134,0.9307082120444772,0.03490545350137116,-1.1995766159157424
31,0.16147715579226013,0.2750058422554475,0.0,0.03229543115845203,-2.7625398527925062,0.1928256109660809,0.3599610053281325,0.0,0.03856512219321618,-1.8773414528238894,0.2455767026236809,0.5029178932891081,0.0,0.04911534052473618,-1.1038166232324524,0.27375056091806066,0.5792698127860723,0.08965517241379317,0.054750112183612136,-0.8654674852839803,0.2679498532048927,0.5635497376826359,0.9103448275862068,0.0401924779807339,-0.8706516514116721
32,0.16274377092023232,0.27843840357786537,0.0,0.032548754184046465,-2.7164304112287674,0.194302750329055,0.3639640930326694,0.0,0.038860550065811,-1.8477006398407445,0.2460147686249993,0.5041050640243884,0.0,0.04920295372499986,-1.099622453624196,0.273469606274624,0.578508418088412,0.11935483870967756,0.05469392125492481,-0.8687038844453704,0.273817125442287,0.5794502044506422,0.8806451612903224,0.041072568816343046,-0.8255778685562427
33,0.16406909237479295,0.28203006063629527,0.0,0.03281381847495859,-2.669551952101074,0.19582631393852257,0.3680929917033132,0.0,0.03916526278770452,-1.8178914744385017,0.24646164969461692,0.5053161238336502,0.0,0.049292329938923386,-1.095300689882008,0.2727912288969305,0.5766699970106518,0.1545454545454547,0.05455824577938611,-0.8754476820315419,0.28233711096912417,0.6025395961222877,0.8454545454545452,0.042350566645368626,-0.7646673412813721
34,0.16545716522095666,0.28579177566654923,0.0,0.033091433044191335,-2.621890957272576,0.19739891296382733,0.3723547776797489,0.0,0.03947978259276547,-1.7879014557805926,0.24691444965476644,0.5065432239966571,0.0,0.04938288993095329,-1.0909137172421184,0.27149268950030314,0.5731509200550221,0.18571428571428578,0.05429853790006063,-0.8835191279807169,0.2656685833050251,0.5573674344309623,0.8142857142857142,0.03985028749575376,-0.8841870996346637
35,0.16691240175744337,0.28973550611773274,0.0,0.03338248035148868,-2.573433733050743,0.19902320465768658,0.3767566521888525,0.0,0.03980464093153732,-1.7577215088632976,0.24735286423029348,0.5077313393774892,0.0,0.0494705728460587,-1.0864908677894354,0.26887333608406266,0.566052401311823,0.2135135135135136,0.05377466721681254,-0.9001521287781076,0.2441140571850572,0.4989540845123501,0.7864864864864863,0.03661710857775858,-1.0718359394623092
36,0.16843961307397687,0.29387429017337907,0.0,0.033687922614795376,-2.524166794281247,0.2007014301096069,0.38130468864392114,0.0,0.04014028602192138,-1.7273450510156088,0.2478501647615939,0.5090790372942925,0.0,0.049570032952318786,-1.0822296765768054,0.27189255501868476,0.5742345664463002,0.2384615384615385,0.05437851100373695,-0.8860097564071081,0.2942872766223454,0.6349248688952449,0.7615384615384615,0.044143091493351806,-0.6835357521017353
37,0.17004402001406937,0.2982222764608926,0.0,0.03400880400281388,-2.4740772473975747,0.20243778241528032,0.38601025044791415,0.0,0.04048755648305607,-1.6967762532590063,0.24832535371795747,0.5103668122437872,0.0,0.0496650707435915,-1.0774211099270223,0.26946724150440593,0.567661901095951,0.26097560975609757,0.05389344830088119,-0.9043662613914014,0.28365751909962494,0.606117937939363,0.7390243902439024,0.04254862786494374,-0.7494555869692837
38,0.17173137875870362,0.3027950643867307,0.0,0.03434627575174073,-2.4231539351521927,0.2042344028354242,0.3908791404754044,0.0,0.040846880567084846,-1.665987444122082,0.24874890023436724,0.5115146347814831,0.0,0.04974978004687345,-1.0728509313954513,0.266171421660898,0.5587301400024337,0.2813953488372093,0.05323428433217961,-0.9309877358126372,0.2775917275360696,0.5896794784175328,0.7186046511627907,0.04163875913041044,-0.7888744827843014
39,0.17350791861410203,0.30760953553957193,0.0,0.03470158372282041,-2.3713850982328184,0.20609236955848587,0.3959142806463032,0.0,0.041218473911697175,-1.634991735976524,0.2491097345923814,0.5124925056704103,0.0,0.04982194691847628,-1.0687975077925376,0.26270126973912267,0.549325934252365,0.29999999999999993,0.052540253947824536,-0.9579586017357183,0.2640541319414251,0.5529922274835368,0.7000000000000001,0.03960811979121376,-0.887659515985924
40,0.17538030740001842,0.31268375989164887,0.0,0.03507606148000369,-2.318762185688908,0.2080119702284677,0.40111645048365235,0.0,0.04160239404569355,-1.6038215638783233,0.24992562582055888,0.5147035930096446,0.0,0.04998512516411178,-1.0653590668177244,0.279320763190653,0.5943652118987887,0.3255319148936169,0.055864152638130604,-0.8329783146006308,0.2929986484155504,0.6314326515326569,0.6744680851063831,0.04394979726233256,-0.6835357521017353
41,0.177355611362541,0.3180368871613577,0.0,0.0354711222725082,-2.265282362791728,0.21001199769344298,0.4065365791150216,0.0,0.042002399538688596,-1.5725216369650477,0.25067840332959135,0.5167436404595972,0.0,0.050135680665918274,-1.0576340933236263,0.2750470779289504,0.5827834090215458,0.34897959183673455,0.05500941558579008,-0.8622867945559929,0.2755611332833345,0.5841765129629661,0.6510204081632656,0.04133416999250017,-0.7963202391765317
42,0.17944243608017904,0.32369223869967223,0.0,0.03588848721603581,-2.2109507922262233,0.21209346826074718,0.41217742076083247,0.0,0.04241869365214944,-1.5408458116378543,0.25130856792204065,0.518451403582766,0.0,0.05026171358440813,-1.0505671903007077,0.26901764571099074,0.566443484311628,0.37058823529411744,0.05380352914219815,-0.9021848169029085,0.2496552083247101,0.513970754267507,0.6294117647058826,0.037448281248706514,-1.0038767171062335
43,0.18164999238203586,0.3296747761030782,0.0,0.03632999847640717,-2.1557518631946153,0.21425408592285136,0.418032753178459,0.0,0.042850817184570275,-1.5088491944574118,0.25174038388835185,0.5196216365537991,0.0037735849056602434,0.05034807677767037,-1.0446954092879464,0.2634904111573062,0.5514645288815886,0.3867924528301886,0.052698082231461246,-0.9527812389987025,0.25834417059322184,0.5375180774884061,0.6094339622641511,0.03875162558898328,-0.9240392783966423
44,0.18398785372667814,0.3360104437037348,0.0,0.03679757074533563,-2.0996790310277285,0.2164827904418176,0.4240726028233539,0.0,0.043296558088363524,-1.4766341019773161,0.25186964200836043,0.5199719295619524,0.01818181818181801,0.05037392840167209,-1.0413732939078522,0.2582223540552413,0.5371879513692176,0.3909090909090909,0.05164447081104826,-1.0024739455101002,0.26098617613127795,0.5446779840956042,0.5909090909090912,0.03914792641969169,-0.8988796608278627
45,0.18646520017809096,0.3427241197238237,0.0,0.037293040035618195,-2.042742020972749,0.21874647342681378,0.43020724505911595,0.0,0.04374929468536276,-1.4444198906763481,0.2512506090800333,0.5182943335502258,0.03157894736842084,0.05025012181600667,-1.0437183179467995,0.2504788463192546,0.5162028355535355,0.39473684210526316,0.050095769263850926,-1.0719171430035261,0.2486681986468268,0.5112959312922135,0.573684210526316,0.03730022979702402,-1.0041488888152916
46,0.18908871183039028,0.34983390739943165,0.0,0.03781774236607806,-1.984983946101717,0.2209968546704797,0.4363058392153921,0.0,0.04419937093409594,-1.4127067516197716,0.24983966194878174,0.5144706285874844,0.044067796610169296,0.04996793238975635,-1.0525742704062753,0.2455216597110064,0.5027687255040824,0.39830508474576265,0.04910433194220128,-1.149776747016758,0.2831376767242837,0.604709151014319,0.5576271186440681,0.04247065150864255,-0.7279234205946694
47,0.19186031414726923,0.3573450247893475,0.0,0.03837206282945385,-1.926522894720558,0.2231764618711806,0.4422126337972374,0.0,0.04463529237423612,-1.3821383201952218,0.24803841509776337,0.5095892008069468,0.056449673790960865,0.04960768301955268,-1.0673544540924456,0.24096588215812242,0.4904224448729605,0.39399614900880026,0.04819317643162449,-1.1884233387582404,0.25739023031886765,0.5349328734928663,0.5495541772002388,0.03860853454783015,-0.9181142303539349
48,0.19477474700240932,0.36524321680869737,0.0,0.038954949400481866,-1.8675836386474602,0.2252158105066307,0.44773932386620785,0.0,0.04504316210132614,-1.3534002523667064,0.2455745936493107,0.5029121779114111,0.0687484827584801,0.04911491872986214,-1.0877312653486448,0.2347568434672898,0.47359578175417294,0.38617426108499714,0.046951368693457965,-1.2423437116938187,0.23520887048679562,0.4748207872270884,0.5450772561565228,0.03528133057301934,-1.1343326289444993
49,0.19781618796073008,0.37348560422962085,0.0,0.03956323759214602,-1.80851988125513,0.22700148319643182,0.45257854524778274,0.0,0.04540029663928637,-1.3272517646253041,0.24203408456302145,0.4933173023388115,0.08158436821021266,0.04840681691260429,-1.1169652200936222,0.2324786861157777,0.46742191359289353,0.37180036478136064,0.046495737223155545,-1.3298037269892584,0.2745392978480394,0.5814073112412992,0.5466152670084267,0.041180894677205905,-0.7736640104942104
50,0.2009506100131108,0.3819799729352596,0.0,0.04019012200262216,-1.749841983454226,0.2284160471715975,0.4564120519555488,0.0,0.0456832094343195,-1.304919803911172,0.23922067611834033,0.4856928892095944,0.08986699296989878,0.047844135223668066,-1.1535142666966942,0.23893503894402707,0.4849188047263606,0.3869782592254169,0.047787007788805416,-1.2665894454669702,0.28691407896051774,0.6149433034160372,0.5231547478046844,0.04303711184407766,-0.6835357521017353
51,0.20412102422712025,0.39057188137430965,0.0,0.04082420484542405,-1.692306198632138,0.22939624902530203,0.45906842554282395,0.0,0.04587924980506041,-1.2875896430986484,0.23575898815886157,0.47631162102672514,0.09715145724798432,0.04715179763177232,-1.1914604484797418,0.23501888619210598,0.4743059246398536,0.3863250973048569,0.047003777238421196,-1.2889267283479682,0.2565354375034441,0.5326163617979515,0.5165234454471588,0.03848031562551661,-0.9074626549529746
52,0.20725074344303065,0.39905350526566574,0.0,0.04145014868860614,-1.6369225465377986,0.22988262551765187,0.46038651901802674,0.0,0.045976525103530376,-1.2757627562070275,0.2329018052865109,0.4685685780122246,0.1057407714753373,0.04658036105730218,-1.2315073427830794,0.24160102902382738,0.4921437100916731,0.39273210698457384,0.04832020580476548,-1.2561387749757666,0.2850455656747803,0.6098795817744723,0.5015271215400888,0.04275683485121704,-0.6835357521017353
53,0.21024410505895208,0.4071655963657238,0.0,0.042048821011790416,-1.5848263343888638,0.22991282394391047,0.4604683575715731,0.0,0.0459825647887821,-1.2699484379750468,0.23025195202263257,0.46138740385537286,0.11835505352197763,0.04605039040452652,-1.2673638494585948,0.24237579685524963,0.49424335191124563,0.38918757313147123,0.04847515937104993,-1.2544469401799658,0.28108613810962985,0.5991494257713547,0.49245737334655115,0.04216292071644447,-0.7039749823877386
54,0.2130045009518887,0.4146463440430588,0.0,0.04260090019037774,-1.5372296801072303,0.22953953356595166,0.4594567305310343,0.0,0.04590790671319034,-1.2695886084538752,0.22821639388814274,0.45587098614672833,0.129053961572603,0.045643278777628554,-1.3001336910135546,0.24456764679681067,0.5001833246526035,0.38982886609419,0.048913529359362135,-1.2339287844199134,0.27814703340426256,0.5911843723692752,0.481117172333207,0.04172205501063938,-0.7185079429440618
55,0.21544589686278448,0.4212625931240772,0.0,0.0430891793725569,-1.495144316220297,0.2287684128697127,0.4573669725466469,0.0,0.04575368257394254,-1.2740461751705021,0.2259471068633015,0.4497211568111152,0.12551114182474407,0.0451894213726603,-1.3356757300825726,0.24067940517883907,0.48964608449549885,0.39254132005756964,0.04813588103576782,-1.2277808443640321,0.24992706886244714,0.5147075036922687,0.48194753811768615,0.03748906032936707,-0.9538626546647886
56,0.21749454026464732,0.4268144722619169,0.0,0.04349890805292947,-1.4592821412648096,0.22765619276378904,0.4543528259181275,0.0,0.04553123855275781,-1.2833211495848706,0.22309351698223986,0.44198785090037906,0.12383988473566696,0.044618703396447974,-1.3720100995517617,0.24476177180014622,0.500709408672483,0.38614485946274557,0.048952354360029246,-1.2669047263127535,0.2815158057795654,0.6003138368009903,0.49001525580158745,0.04222737086693481,-0.6835357521017353
57,0.21910419273036572,0.4311766740660318,0.0,0.043820838546073146,-1.430123261841354,0.22629368634151387,0.4506603965894685,0.0,0.045258737268302776,-1.2968598192277374,0.22130590404561865,0.4371433713973405,0.11967083313674177,0.04426118080912373,-1.4073319296808262,0.245867354979875,0.5037055690511517,0.39288892524076235,0.049173470995975,-1.2401186326212335,0.2727431136829728,0.5765396034768911,0.4874402416224957,0.04091146705244592,-0.7438263067198974
58,0.2202646653547026,0.4343215863271073,0.0,0.04405293307094052,-1.4077849214961649,0.22492427198044912,0.4469492465594827,0.0,0.044984854396089825,-1.3137099906344374,0.2204600800802275,0.4348511655290718,0.11723704493379408,0.0440920160160455,-1.4267888344308457,0.24391908439691617,0.4984257029726726,0.39759051754171143,0.04878381687938324,-1.220579163621091,0.25609946262371486,0.5314348580588478,0.4851724375244944,0.03841491939355723,-0.8852422395930525
59,0.22102420608690423,0.43637996229513343,0.0,0.04420484121738085,-1.391982047207837,0.2236745919759636,0.44356257988066017,0.0,0.044734918395192724,-1.3309471997137674,0.21964071016237854,0.43263065084655433,0.11721867633115896,0.04392814203247571,-1.4359441737390386,0.24336426802239422,0.49692213556204395,0.39405466789437543,0.048672853604478844,-1.2397318620850077,0.2581361227097217,0.5369542620859666,0.4887266557744656,0.038720418406458255,-0.8641503635364843
60,0.22145762922045106,0.4375545507329297,0.0,0.04429152584409021,-1.3817724788327987,0.22249660042336877,0.4403701908492379,0.0,0.044499320084673756,-1.3469484008615042,0.2187905624245809,0.43032672743788863,0.11646733871749528,0.04375811248491618,-1.4484526055059113,0.24770149861822563,0.5086761480168717,0.39297597977194726,0.049540299723645126,-1.2473993797788125,0.2770683808617684,0.5882611947473398,0.49055668151055754,0.041560257129265255,-0.703323815841031
61,0.22162721370155383,0.4380141292725036,0.0,0.04432544274031077,-1.3759930877230826,0.22144883160928305,0.43753070896824675,0.0,0.04428976632185661,-1.3622748270567855,0.21950047979807458,0.4322506227590097,0.11344829181906446,0.043900095959614915,-1.4544940526257601,0.246407662817886,0.5051698179346504,0.40636232623565427,0.0492815325635772,-1.1828966124716263,0.2532790799832439,0.5237915446700376,0.48018938194528127,0.03799186199748658,-0.9106758404923554
62,0.22159824986656756,0.4379356364947631,0.0,0.044319649973313516,-1.3737409236639535,0.2205987592088664,0.4352269897259252,0.0,0.04411975184177328,-1.3761100638844102,0.22175442833329007,0.43835888437205983,0.11240828210415896,0.04435088566665801,-1.4518257789256788,0.2620767345179424,0.5476334268778926,0.41283335716085623,0.05241534690358848,-1.0711348811236852,0.27955737273838954,0.5950064301853375,0.4747583607349848,0.04193360591075843,-0.6835357521017353
63,0.22143706925411827,0.4374988326669872,0.0,0.04428741385082366,-1.3741252154348735,0.220254129374617,0.43429303353554743,0.0,0.0440508258749234,-1.387478353774583,0.22406987225329067,0.44463380014441917,0.1152336579547809,0.044813974450658135,-1.4174088960729543,0.2606546717400719,0.543779598211577,0.4115192288582414,0.052130934348014385,-1.0590032168366745,0.26907982896381893,0.5666120026119754,0.47324711318697776,0.04036197434457284,-0.7649904152973783
