train/learning_rate,train/critic_loss,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/actor_loss,time/total_timesteps,train/n_updates,time/fps,time/episodes
0.0003,2.5328869819641113,288.0,2115,120.26533798,-26.25269317626953,515520,515419,243,1790
0.0003,0.5485626459121704,288.0,2126,120.26237972999999,-25.47494125366211,518400,518299,243,1800
0.0003,0.534377932548523,288.0,2138,122.56019098,-26.275144577026367,521280,521179,243,1810
0.0003,0.5443129539489746,288.0,2149,122.33410541999997,-24.800674438476562,524160,524059,243,1820
0.0003,2.1564674377441406,288.0,2161,120.12706555000001,-25.28645896911621,527040,526939,243,1830
0.0003,0.5705540180206299,288.0,2172,119.98256222999998,-26.080263137817383,529920,529819,243,1840
0.0003,1.9041656255722046,288.0,2184,120.54037969000001,-25.823516845703125,532800,532699,243,1850
0.0003,1.5797910690307617,288.0,2196,120.72302361,-25.689197540283203,535680,535579,243,1860
0.0003,2.4706954956054688,288.0,2207,121.45376356999999,-25.600749969482422,538560,538459,243,1870
0.0003,0.49112287163734436,288.0,2219,120.78313470999997,-25.177162170410156,541440,541339,243,1880
0.0003,4.139533042907715,288.0,2230,121.18635850999999,-23.51590347290039,544320,544219,244,1890
0.0003,0.49290162324905396,288.0,2242,121.35079109999998,-26.386802673339844,547200,547099,244,1900
0.0003,2.2765893936157227,288.0,2253,121.60836692999999,-26.0950870513916,550080,549979,244,1910
0.0003,10.61080265045166,288.0,2265,121.06381381,-25.03598403930664,552960,552859,244,1920
0.0003,0.39676594734191895,288.0,2276,122.74210574,-25.050203323364258,555840,555739,244,1930
0.0003,0.9150605797767639,288.0,2288,123.36715901,-26.033180236816406,558720,558619,244,1940
0.0003,24.375473022460938,288.0,2299,122.54459347,-25.68051528930664,561600,561499,244,1950
0.0003,0.49078822135925293,288.0,2311,120.81790201000001,-24.358001708984375,564480,564379,244,1960
0.0003,0.5797710418701172,288.0,2322,120.59521216000002,-24.1707763671875,567360,567259,244,1970
0.0003,5.78726053237915,288.0,2334,121.80078801999998,-21.863563537597656,570240,570139,244,1980
0.0003,2.3983912467956543,288.0,2346,122.01436542999998,-25.513870239257812,573120,573019,244,1990
0.0003,0.7608249187469482,288.0,2357,122.39193130999998,-23.945178985595703,576000,575899,244,2000
0.0003,0.6678743362426758,288.0,2369,122.12765429,-24.90524673461914,578880,578779,244,2010
0.0003,0.4974139332771301,288.0,2381,121.78425456999999,-23.037403106689453,581760,581659,244,2020
0.0003,0.9995834231376648,288.0,2392,121.44659839,-23.842971801757812,584640,584539,244,2030
0.0003,1.5728198289871216,288.0,2404,119.79292960999997,-24.37527084350586,587520,587419,244,2040
0.0003,0.6060705780982971,288.0,2415,120.15681634999999,-23.373836517333984,590400,590299,244,2050
0.0003,0.6262485980987549,288.0,2427,121.73101404999997,-24.423892974853516,593280,593179,244,2060
0.0003,3.6918375492095947,288.0,2439,122.45627628999999,-24.246553421020508,596160,596059,244,2070
0.0003,0.5112276077270508,288.0,2450,122.24910970000002,-24.287235260009766,599040,598939,244,2080
0.0003,0.3468516170978546,288.0,2461,122.50937253999999,-24.461179733276367,601920,601819,244,2090
0.0003,1.0299243927001953,288.0,2473,122.40180216999997,-24.393413543701172,604800,604699,244,2100
0.0003,0.6917915344238281,288.0,2484,121.51592762,-23.458993911743164,607680,607579,244,2110
0.0003,6.330434799194336,288.0,2496,121.04274559000001,-24.606121063232422,610560,610459,244,2120
0.0003,2.2763304710388184,288.0,2507,120.73972954000001,-23.116107940673828,613440,613339,244,2130
0.0003,0.8946227431297302,288.0,2519,122.30048190000001,-23.346221923828125,616320,616219,244,2140
0.0003,2.034956455230713,288.0,2530,122.11461190999998,-24.697460174560547,619200,619099,244,2150
0.0003,1.7251161336898804,288.0,2542,121.54431986000002,-22.000865936279297,622080,621979,244,2160
0.0003,3.5005054473876953,288.0,2553,120.53069082999998,-24.8466854095459,624960,624859,244,2170
0.0003,1.4736427068710327,288.0,2565,119.79749481,-23.539045333862305,627840,627739,244,2180
0.0003,1.3235809803009033,288.0,2577,118.60821650000004,-26.049131393432617,630720,630619,244,2190
0.0003,1.3402185440063477,288.0,2588,118.74096162999999,-25.401254653930664,633600,633499,244,2200
0.0003,6.161806106567383,288.0,2599,120.03289710000001,-23.046550750732422,636480,636379,244,2210
0.0003,1.1905200481414795,288.0,2611,119.84058829,-24.662315368652344,639360,639259,244,2220
0.0003,2.1792609691619873,288.0,2622,119.87962254,-24.424877166748047,642240,642139,244,2230
0.0003,0.9672626256942749,288.0,2634,120.11504898999999,-24.610654830932617,645120,645019,244,2240
0.0003,10.757240295410156,288.0,2645,119.76553772000003,-22.75876235961914,648000,647899,244,2250
0.0003,1.4433099031448364,288.0,2657,119.02659884,-24.19337272644043,650880,650779,244,2260
0.0003,0.7676647901535034,288.0,2668,119.54772713999999,-24.388769149780273,653760,653659,244,2270
0.0003,1.8589428663253784,288.0,2680,121.06198245000002,-23.269638061523438,656640,656539,244,2280
0.0003,0.5149760246276855,288.0,2692,122.2315177,-21.896469116210938,659520,659419,244,2290
0.0003,1.239743709564209,288.0,2703,121.9822085,-22.956035614013672,662400,662299,244,2300
0.0003,3.469334125518799,288.0,2715,120.82669281999999,-23.025217056274414,665280,665179,245,2310
0.0003,1.459920883178711,288.0,2726,122.18694992999997,-23.297069549560547,668160,668059,245,2320
0.0003,1.8481253385543823,288.0,2738,122.95519312,-24.631786346435547,671040,670939,245,2330
0.0003,1.1105817556381226,288.0,2749,121.06368736999998,-24.56552505493164,673920,673819,245,2340
0.0003,0.49209436774253845,288.0,2761,120.68775402000001,-22.479848861694336,676800,676699,245,2350
0.0003,0.6358791589736938,288.0,2772,120.14117605999999,-22.380529403686523,679680,679579,245,2360
0.0003,3.241115093231201,288.0,2784,118.55801775,-22.354053497314453,682560,682459,245,2370
0.0003,10.038166046142578,288.0,2795,117.48511200000002,-22.50680160522461,685440,685339,245,2380
0.0003,0.7533993721008301,288.0,2807,116.01945167000002,-23.238563537597656,688320,688219,245,2390
0.0003,3.8395087718963623,288.0,2818,115.73247802999997,-22.585649490356445,691200,691099,245,2400
0.0003,0.2633087635040283,288.0,2830,116.33954395,-22.954238891601562,694080,693979,245,2410
0.0003,0.7512117624282837,288.0,2841,116.22555494999999,-21.795551300048828,696960,696859,245,2420
0.0003,2.71150541305542,288.0,2853,115.96247447,-24.325740814208984,699840,699739,245,2430
0.0003,2.3830533027648926,288.0,2864,116.09623114,-21.85006332397461,702720,702619,245,2440
0.0003,3.5686278343200684,288.0,2876,116.59374477,-23.204059600830078,705600,705499,245,2450
0.0003,1.2294111251831055,288.0,2887,118.10571350999999,-22.905681610107422,708480,708379,245,2460
0.0003,0.8742561340332031,288.0,2898,118.98199947,-22.72292709350586,711360,711259,245,2470
0.0003,1.5157816410064697,288.0,2910,118.98177719999998,-23.900192260742188,714240,714139,245,2480
0.0003,3.038120746612549,288.0,2921,118.78015237999996,-23.626121520996094,717120,717019,245,2490
0.0003,0.6406090259552002,288.0,2933,118.25840046000002,-22.19405746459961,720000,719899,245,2500
0.0003,0.7949343919754028,288.0,2944,118.57445258999998,-22.51580810546875,722880,722779,245,2510
0.0003,2.1065192222595215,288.0,2956,118.39060062,-24.75421142578125,725760,725659,245,2520
0.0003,0.7388588190078735,288.0,2968,118.12740898999999,-22.966007232666016,728640,728539,245,2530
0.0003,0.8393099308013916,288.0,2979,119.41386284000002,-22.71135711669922,731520,731419,245,2540
0.0003,2.9565396308898926,288.0,2991,119.11904816,-22.055034637451172,734400,734299,245,2550
0.0003,2.1064822673797607,288.0,3003,118.92631785999998,-22.218130111694336,737280,737179,245,2560
0.0003,0.6581188440322876,288.0,3014,118.54241947999999,-22.00844955444336,740160,740059,245,2570
0.0003,1.4824323654174805,288.0,3026,117.55372533000002,-22.626022338867188,743040,742939,245,2580
0.0003,2.937572479248047,288.0,3037,115.98722145000002,-21.233701705932617,745920,745819,245,2590
0.0003,4.721426486968994,288.0,3049,113.77991725,-21.922405242919922,748800,748699,245,2600
0.0003,2.247997999191284,288.0,3060,113.26238989,-20.93927001953125,751680,751579,245,2610
0.0003,3.315488576889038,288.0,3072,113.58223983999999,-22.219703674316406,754560,754459,245,2620
0.0003,1.0182764530181885,288.0,3083,112.98602361999998,-22.07888412475586,757440,757339,245,2630
0.0003,1.3670907020568848,288.0,3095,110.14810688999998,-20.571773529052734,760320,760219,245,2640
0.0003,1.0004736185073853,288.0,3106,109.95310742,-21.909399032592773,763200,763099,245,2650
0.0003,1.55763578414917,288.0,3118,108.22807418999999,-22.860965728759766,766080,765979,245,2660
0.0003,0.8197911977767944,288.0,3129,107.60584312,-22.83367919921875,768960,768859,245,2670
0.0003,3.8816211223602295,288.0,3141,109.32389465,-23.40445327758789,771840,771739,245,2680
0.0003,0.6479861736297607,288.0,3152,110.91487341000001,-22.641292572021484,774720,774619,245,2690
0.0003,1.2293626070022583,288.0,3164,112.87705774000001,-22.31351089477539,777600,777499,245,2700
0.0003,41.65729904174805,288.0,3176,112.16897970999999,-23.0184268951416,780480,780379,245,2710
0.0003,3.0278546810150146,288.0,3187,110.80530407000002,-22.753284454345703,783360,783259,245,2720
0.0003,2.6374495029449463,288.0,3199,109.2596034,-23.093215942382812,786240,786139,245,2730
0.0003,0.5316659808158875,288.0,3211,109.89822897999998,-21.639286041259766,789120,789019,245,2740
0.0003,2.3800549507141113,288.0,3222,108.03988672,-20.089038848876953,792000,791899,245,2750
0.0003,13.714071273803711,288.0,3234,109.63328451,-20.65750503540039,794880,794779,245,2760
0.0003,4.066746234893799,288.0,3245,110.98771183,-21.700387954711914,797760,797659,245,2770
0.0003,1.0348076820373535,288.0,3257,110.04625978,-22.435697555541992,800640,800539,245,2780
0.0003,1.1110690832138062,288.0,3269,108.88759049000001,-20.346141815185547,803520,803419,245,2790
0.0003,0.9426257014274597,288.0,3280,108.2546367,-21.016508102416992,806400,806299,245,2800
0.0003,0.9035367965698242,288.0,3291,106.78372447000001,-22.556564331054688,809280,809179,245,2810
0.0003,0.44155949354171753,288.0,3303,107.97129897999999,-21.118432998657227,812160,812059,245,2820
0.0003,1.1873242855072021,288.0,3315,109.68256389999999,-20.707141876220703,815040,814939,245,2830
0.0003,0.9071179628372192,288.0,3326,109.20096105,-21.6608829498291,817920,817819,245,2840
0.0003,1.094611406326294,288.0,3338,110.7752193,-21.00460433959961,820800,820699,245,2850
0.0003,1.0691041946411133,288.0,3349,108.71132320999999,-21.2014217376709,823680,823579,245,2860
