episode,timestep,reward,std
85,36864,-348.2148219412429,119.04977339204501
170,73728,-104.2267241879972,166.7802001631086
255,110592,-48.19555913847545,89.04496949914717
341,147456,-12.09240344386302,122.36400893317386
426,184320,68.47701965619692,112.61197608041607
511,221184,97.93128033619755,120.01927144037982
597,258048,39.86861738359094,157.17156159652853
682,294912,102.35013491767987,130.2430435741435
767,331776,121.14999881554031,125.62686945557883
853,368640,73.07238386824635,122.58515133431933
938,405504,61.36228455418653,74.44545711615729
1023,442368,112.58637503119792,127.40102711867183
1109,479232,99.04450297724733,134.55263808725377
1194,516096,100.99886554343976,96.52354103875223
1279,552960,88.5671130940294,105.56600088906471
1365,589824,105.16856269835914,102.1131771761358
1450,626688,27.048105978110396,160.95887201572793
1535,663552,131.21761606191694,112.46664654077675
1621,700416,165.79670375153137,36.766800802923605
1706,737280,85.85837360200972,117.3298178984855
1791,774144,134.55511199503073,75.22178434630605
1877,811008,86.61931304765437,63.16148988049541
1962,847872,115.71373301869164,71.40561244055012
2047,884736,97.65845564171426,79.11925672736528
2133,921600,99.0172646798537,103.44953354061306
2218,958464,138.04505316824884,59.87683010324319
2303,995328,106.66891762019316,51.893874406136845
2389,1032192,86.57397160851713,72.57059296108828
2474,1069056,93.44141278240625,96.40729773590986
2559,1105920,110.3679893912163,71.37505885666948
2645,1142784,108.83773658499206,83.66514555053509
2730,1179648,119.81796745045528,51.301152899258824
2815,1216512,97.23867344792589,62.58357306146954
2901,1253376,128.9047516148341,70.91168974632187
2986,1290240,147.65845150974513,64.82470360082215
3071,1327104,137.11227510016093,127.92789723291978
3157,1363968,110.89246895326812,90.40061682563277
3242,1400832,191.64287393407335,31.600411293926857
3327,1437696,114.90955370533356,69.32850972911868
3413,1474560,163.26022017500742,81.95261651233051
3498,1511424,166.77747966787433,51.387929737303864
3583,1548288,171.77783219863488,85.10691645466615
3669,1585152,134.76549740993363,97.73184998157929
