,Date,dir,temp
17544,2006-01-01 00:00:00,0.0,15.49
17545,2006-01-01 01:00:00,0.0,14.8
17546,2006-01-01 02:00:00,0.0,14.08
17547,2006-01-01 03:00:00,0.0,13.2
17548,2006-01-01 04:00:00,0.0,12.53
17549,2006-01-01 05:00:00,0.0,11.21
17550,2006-01-01 06:00:00,0.0,12.39
17551,2006-01-01 07:00:00,46.52,14.25
17552,2006-01-01 08:00:00,266.22,17.22
17553,2006-01-01 09:00:00,491.89,19.53
17554,2006-01-01 10:00:00,689.95,22.08
17555,2006-01-01 11:00:00,840.07,24.19
17556,2006-01-01 12:00:00,927.38,26.13
17557,2006-01-01 13:00:00,945.42,27.76
17558,2006-01-01 14:00:00,892.71,27.23
17559,2006-01-01 15:00:00,774.17,26.69
17560,2006-01-01 16:00:00,599.87,25.7
17561,2006-01-01 17:00:00,385.92,24.64
17562,2006-01-01 18:00:00,156.65,23.3
17563,2006-01-01 19:00:00,0.0,21.51
17564,2006-01-01 20:00:00,0.0,19.39
17565,2006-01-01 21:00:00,0.0,18.08
17566,2006-01-01 22:00:00,0.0,16.89
17567,2006-01-01 23:00:00,0.0,15.98
17568,2006-01-02 00:00:00,0.0,14.83
17569,2006-01-02 01:00:00,0.0,14.06
17570,2006-01-02 02:00:00,0.0,13.38
17571,2006-01-02 03:00:00,0.0,12.93
17572,2006-01-02 04:00:00,0.0,12.44
17573,2006-01-02 05:00:00,0.0,11.47
17574,2006-01-02 06:00:00,0.0,13.21
17575,2006-01-02 07:00:00,46.29,14.54
17576,2006-01-02 08:00:00,270.97,17.2
17577,2006-01-02 09:00:00,500.04,20.36
17578,2006-01-02 10:00:00,700.3,22.81
17579,2006-01-02 11:00:00,851.51,25.48
17580,2006-01-02 12:00:00,939.19,27.45
17581,2006-01-02 13:00:00,956.93,29.32
17582,2006-01-02 14:00:00,903.38,30.24
17583,2006-01-02 15:00:00,783.46,29.92
17584,2006-01-02 16:00:00,607.37,29.11
17585,2006-01-02 17:00:00,391.61,28.12
17586,2006-01-02 18:00:00,161.12,26.84
17587,2006-01-02 19:00:00,0.0,24.79
17588,2006-01-02 20:00:00,0.0,22.62
17589,2006-01-02 21:00:00,0.0,21.0
17590,2006-01-02 22:00:00,0.0,20.07
17591,2006-01-02 23:00:00,0.0,19.19
17592,2006-01-03 00:00:00,0.0,18.04
17593,2006-01-03 01:00:00,0.0,17.35
17594,2006-01-03 02:00:00,0.0,16.72
17595,2006-01-03 03:00:00,0.0,15.95
17596,2006-01-03 04:00:00,0.0,15.29
17597,2006-01-03 05:00:00,0.0,14.5
17598,2006-01-03 06:00:00,0.0,15.61
17599,2006-01-03 07:00:00,45.47,17.14
17600,2006-01-03 08:00:00,272.74,20.1
17601,2006-01-03 09:00:00,502.68,22.45
17602,2006-01-03 10:00:00,703.0,24.61
17603,2006-01-03 11:00:00,853.61,27.08
17604,2006-01-03 12:00:00,940.26,28.75
17605,2006-01-03 13:00:00,956.93,30.37
17606,2006-01-03 14:00:00,902.49,29.65
17607,2006-01-03 15:00:00,780.89,28.91
17608,2006-01-03 16:00:00,604.11,27.67
17609,2006-01-03 17:00:00,388.81,26.59
17610,2006-01-03 18:00:00,161.79,25.2
17611,2006-01-03 19:00:00,0.0,23.54
17612,2006-01-03 20:00:00,0.0,22.01
17613,2006-01-03 21:00:00,0.0,20.35
17614,2006-01-03 22:00:00,0.0,19.01
17615,2006-01-03 23:00:00,0.0,17.98
17616,2006-01-04 00:00:00,0.0,17.51
17617,2006-01-04 01:00:00,0.0,17.42
17618,2006-01-04 02:00:00,0.0,17.46
17619,2006-01-04 03:00:00,0.0,16.61
17620,2006-01-04 04:00:00,0.0,15.57
17621,2006-01-04 05:00:00,0.0,13.82
17622,2006-01-04 06:00:00,0.0,14.49
17623,2006-01-04 07:00:00,42.11,15.94
17624,2006-01-04 08:00:00,261.15,18.35
17625,2006-01-04 09:00:00,486.23,21.1
17626,2006-01-04 10:00:00,683.62,23.83
17627,2006-01-04 11:00:00,833.02,25.82
17628,2006-01-04 12:00:00,919.93,27.57
17629,2006-01-04 13:00:00,938.05,28.85
17630,2006-01-04 14:00:00,885.96,28.17
17631,2006-01-04 15:00:00,768.36,27.22
17632,2006-01-04 16:00:00,595.67,26.5
17633,2006-01-04 17:00:00,384.28,25.33
17634,2006-01-04 18:00:00,160.53,24.1
17635,2006-01-04 19:00:00,0.0,22.59
17636,2006-01-04 20:00:00,0.0,20.96
17637,2006-01-04 21:00:00,0.0,19.55
17638,2006-01-04 22:00:00,0.0,18.16
17639,2006-01-04 23:00:00,0.0,16.63
17640,2006-01-05 00:00:00,0.0,16.14
17641,2006-01-05 01:00:00,0.0,15.52
17642,2006-01-05 02:00:00,0.0,15.16
17643,2006-01-05 03:00:00,0.0,14.72
17644,2006-01-05 04:00:00,0.0,14.34
17645,2006-01-05 05:00:00,0.0,13.6
17646,2006-01-05 06:00:00,0.0,13.24
17647,2006-01-05 07:00:00,39.88,14.9
17648,2006-01-05 08:00:00,257.14,18.4
17649,2006-01-05 09:00:00,482.36,21.43
17650,2006-01-05 10:00:00,681.31,24.06
17651,2006-01-05 11:00:00,833.13,26.17
17652,2006-01-05 12:00:00,921.27,27.56
17653,2006-01-05 13:00:00,940.66,28.53
17654,2006-01-05 14:00:00,889.36,29.15
17655,2006-01-05 15:00:00,772.57,28.47
17656,2006-01-05 16:00:00,600.03,27.56
17657,2006-01-05 17:00:00,388.31,26.39
17658,2006-01-05 18:00:00,162.15,25.14
17659,2006-01-05 19:00:00,0.0,23.48
17660,2006-01-05 20:00:00,0.0,22.2
17661,2006-01-05 21:00:00,0.0,20.95
17662,2006-01-05 22:00:00,0.0,19.82
17663,2006-01-05 23:00:00,0.0,18.98
17664,2006-01-06 00:00:00,0.0,18.42
17665,2006-01-06 01:00:00,0.0,17.93
17666,2006-01-06 02:00:00,0.0,17.32
17667,2006-01-06 03:00:00,0.0,16.59
17668,2006-01-06 04:00:00,0.0,15.51
17669,2006-01-06 05:00:00,0.0,14.14
17670,2006-01-06 06:00:00,0.0,13.7
17671,2006-01-06 07:00:00,37.68,15.15
17672,2006-01-06 08:00:00,250.66,17.9
17673,2006-01-06 09:00:00,472.3,20.64
17674,2006-01-06 10:00:00,668.34,23.42
17675,2006-01-06 11:00:00,817.74,25.91
17676,2006-01-06 12:00:00,906.37,27.41
17677,2006-01-06 13:00:00,927.12,29.0
17678,2006-01-06 14:00:00,878.09,30.32
17679,2006-01-06 15:00:00,762.83,29.78
17680,2006-01-06 16:00:00,592.53,28.7
17681,2006-01-06 17:00:00,383.46,27.37
17682,2006-01-06 18:00:00,161.37,26.01
17683,2006-01-06 19:00:00,0.0,24.15
17684,2006-01-06 20:00:00,0.0,22.44
17685,2006-01-06 21:00:00,0.0,21.18
17686,2006-01-06 22:00:00,0.0,20.22
17687,2006-01-06 23:00:00,0.0,19.71
17688,2006-01-07 00:00:00,0.0,18.77
17689,2006-01-07 01:00:00,0.0,18.44
17690,2006-01-07 02:00:00,0.0,17.82
17691,2006-01-07 03:00:00,0.0,16.89
17692,2006-01-07 04:00:00,0.0,16.11
17693,2006-01-07 05:00:00,0.0,15.3
17694,2006-01-07 06:00:00,0.0,16.21
17695,2006-01-07 07:00:00,37.01,17.54
17696,2006-01-07 08:00:00,253.59,20.09
17697,2006-01-07 09:00:00,479.77,21.8
17698,2006-01-07 10:00:00,9.27,23.74
17699,2006-01-07 11:00:00,64.47,25.83
17700,2006-01-07 12:00:00,100.28,27.27
17701,2006-01-07 13:00:00,78.83,28.44
17702,2006-01-07 14:00:00,52.76,27.69
17703,2006-01-07 15:00:00,49.81,26.61
17704,2006-01-07 16:00:00,606.6,25.42
17705,2006-01-07 17:00:00,3.93,24.09
17706,2006-01-07 18:00:00,165.19,22.91
17707,2006-01-07 19:00:00,0.0,21.51
17708,2006-01-07 20:00:00,0.0,20.43
17709,2006-01-07 21:00:00,0.0,19.11
17710,2006-01-07 22:00:00,0.0,18.09
17711,2006-01-07 23:00:00,0.0,17.55
17712,2006-01-08 00:00:00,0.0,16.64
17713,2006-01-08 01:00:00,0.0,16.06
17714,2006-01-08 02:00:00,0.0,15.38
17715,2006-01-08 03:00:00,0.0,14.83
17716,2006-01-08 04:00:00,0.0,14.31
17717,2006-01-08 05:00:00,0.0,13.21
17718,2006-01-08 06:00:00,0.0,14.3
17719,2006-01-08 07:00:00,0.36,15.46
17720,2006-01-08 08:00:00,2.56,18.6
17721,2006-01-08 09:00:00,8.91,21.62
17722,2006-01-08 10:00:00,686.56,24.58
17723,2006-01-08 11:00:00,841.16,27.0
17724,2006-01-08 12:00:00,105.73,29.15
17725,2006-01-08 13:00:00,955.95,30.81
17726,2006-01-08 14:00:00,907.13,32.04
17727,2006-01-08 15:00:00,790.46,31.39
17728,2006-01-08 16:00:00,14.09,30.75
17729,2006-01-08 17:00:00,4.86,29.65
17730,2006-01-08 18:00:00,170.26,28.39
17731,2006-01-08 19:00:00,0.0,26.22
17732,2006-01-08 20:00:00,0.0,24.0
17733,2006-01-08 21:00:00,0.0,22.63
17734,2006-01-08 22:00:00,0.0,21.35
17735,2006-01-08 23:00:00,0.0,20.46
17736,2006-01-09 00:00:00,0.0,19.28
17737,2006-01-09 01:00:00,0.0,18.23
17738,2006-01-09 02:00:00,0.0,17.26
17739,2006-01-09 03:00:00,0.0,16.37
17740,2006-01-09 04:00:00,0.0,15.69
17741,2006-01-09 05:00:00,0.0,14.51
17742,2006-01-09 06:00:00,0.0,15.57
17743,2006-01-09 07:00:00,35.24,17.09
17744,2006-01-09 08:00:00,255.42,20.22
17745,2006-01-09 09:00:00,482.54,22.37
17746,2006-01-09 10:00:00,682.14,24.58
17747,2006-01-09 11:00:00,833.49,26.42
17748,2006-01-09 12:00:00,924.22,28.26
17749,2006-01-09 13:00:00,945.8,29.18
17750,2006-01-09 14:00:00,896.44,30.08
17751,2006-01-09 15:00:00,781.78,29.23
17752,2006-01-09 16:00:00,610.2,28.22
17753,2006-01-09 17:00:00,398.11,26.93
17754,2006-01-09 18:00:00,170.77,25.71
17755,2006-01-09 19:00:00,0.0,23.75
17756,2006-01-09 20:00:00,0.0,21.85
17757,2006-01-09 21:00:00,0.0,20.53
17758,2006-01-09 22:00:00,0.0,19.57
17759,2006-01-09 23:00:00,0.0,18.68
17760,2006-01-10 00:00:00,0.0,17.76
17761,2006-01-10 01:00:00,0.0,16.83
17762,2006-01-10 02:00:00,0.0,15.87
17763,2006-01-10 03:00:00,0.0,15.29
17764,2006-01-10 04:00:00,0.0,14.0
17765,2006-01-10 05:00:00,0.0,12.63
17766,2006-01-10 06:00:00,0.0,13.99
17767,2006-01-10 07:00:00,34.35,16.24
17768,2006-01-10 08:00:00,257.92,19.22
17769,2006-01-10 09:00:00,489.2,21.53
17770,2006-01-10 10:00:00,692.85,23.52
17771,2006-01-10 11:00:00,848.27,25.8
17772,2006-01-10 12:00:00,937.69,27.71
17773,2006-01-10 13:00:00,957.5,28.75
17774,2006-01-10 14:00:00,905.99,29.69
17775,2006-01-10 15:00:00,789.33,29.08
17776,2006-01-10 16:00:00,615.9,28.23
17777,2006-01-10 17:00:00,401.87,27.16
17778,2006-01-10 18:00:00,171.76,25.77
17779,2006-01-10 19:00:00,0.0,23.83
17780,2006-01-10 20:00:00,0.0,21.66
17781,2006-01-10 21:00:00,0.0,19.97
17782,2006-01-10 22:00:00,0.0,18.79
17783,2006-01-10 23:00:00,0.0,17.98
17784,2006-01-11 00:00:00,0.0,16.98
17785,2006-01-11 01:00:00,0.0,16.25
17786,2006-01-11 02:00:00,0.0,15.7
17787,2006-01-11 03:00:00,0.0,15.13
17788,2006-01-11 04:00:00,0.0,14.52
17789,2006-01-11 05:00:00,0.0,13.46
17790,2006-01-11 06:00:00,0.0,14.28
17791,2006-01-11 07:00:00,32.98,15.65
17792,2006-01-11 08:00:00,255.04,18.35
17793,2006-01-11 09:00:00,485.85,20.6
17794,2006-01-11 10:00:00,689.73,22.46
17795,2006-01-11 11:00:00,845.67,24.88
17796,2006-01-11 12:00:00,939.02,26.65
17797,2006-01-11 13:00:00,962.31,27.82
17798,2006-01-11 14:00:00,913.85,28.99
17799,2006-01-11 15:00:00,798.16,28.55
17800,2006-01-11 16:00:00,624.7,28.01
17801,2006-01-11 17:00:00,409.55,27.19
17802,2006-01-11 18:00:00,176.13,25.77
17803,2006-01-11 19:00:00,0.0,23.94
17804,2006-01-11 20:00:00,0.0,21.89
17805,2006-01-11 21:00:00,0.0,20.32
17806,2006-01-11 22:00:00,0.0,19.11
17807,2006-01-11 23:00:00,0.0,18.17
17808,2006-01-12 00:00:00,0.0,17.2
17809,2006-01-12 01:00:00,0.0,16.51
17810,2006-01-12 02:00:00,0.0,15.91
17811,2006-01-12 03:00:00,0.0,15.08
17812,2006-01-12 04:00:00,0.0,14.36
17813,2006-01-12 05:00:00,0.0,13.16
17814,2006-01-12 06:00:00,0.0,14.53
17815,2006-01-12 07:00:00,31.71,16.4
17816,2006-01-12 08:00:00,254.72,19.19
17817,2006-01-12 09:00:00,487.79,21.62
17818,2006-01-12 10:00:00,694.25,23.63
17819,2006-01-12 11:00:00,852.95,25.86
17820,2006-01-12 12:00:00,948.39,27.29
17821,2006-01-12 13:00:00,973.42,28.78
17822,2006-01-12 14:00:00,925.69,29.36
17823,2006-01-12 15:00:00,809.88,30.18
17824,2006-01-12 16:00:00,635.14,29.48
17825,2006-01-12 17:00:00,417.68,28.44
17826,2006-01-12 18:00:00,180.57,27.1
17827,2006-01-12 19:00:00,0.0,24.85
17828,2006-01-12 20:00:00,0.0,22.08
17829,2006-01-12 21:00:00,0.0,20.03
17830,2006-01-12 22:00:00,0.0,18.52
17831,2006-01-12 23:00:00,0.0,17.25
17832,2006-01-13 00:00:00,0.0,16.16
17833,2006-01-13 01:00:00,0.0,15.26
17834,2006-01-13 02:00:00,0.0,14.68
17835,2006-01-13 03:00:00,0.0,15.48
17836,2006-01-13 04:00:00,0.0,16.54
17837,2006-01-13 05:00:00,0.0,16.81
17838,2006-01-13 06:00:00,0.0,18.4
17839,2006-01-13 07:00:00,29.76,19.63
17840,2006-01-13 08:00:00,249.3,21.79
17841,2006-01-13 09:00:00,481.27,24.18
17842,2006-01-13 10:00:00,688.74,26.09
17843,2006-01-13 11:00:00,849.32,27.8
17844,2006-01-13 12:00:00,943.78,29.27
17845,2006-01-13 13:00:00,968.01,30.37
17846,2006-01-13 14:00:00,919.9,29.78
17847,2006-01-13 15:00:00,803.55,29.21
17848,2006-01-13 16:00:00,629.15,28.07
17849,2006-01-13 17:00:00,412.94,26.76
17850,2006-01-13 18:00:00,180.85,25.17
17851,2006-01-13 19:00:00,0.0,23.37
17852,2006-01-13 20:00:00,0.0,21.34
17853,2006-01-13 21:00:00,0.0,19.63
17854,2006-01-13 22:00:00,0.0,18.34
17855,2006-01-13 23:00:00,0.0,17.41
17856,2006-01-14 00:00:00,0.0,16.53
17857,2006-01-14 01:00:00,0.0,15.76
17858,2006-01-14 02:00:00,0.0,15.13
17859,2006-01-14 03:00:00,0.0,14.53
17860,2006-01-14 04:00:00,0.0,14.22
17861,2006-01-14 05:00:00,0.0,13.32
17862,2006-01-14 06:00:00,0.0,14.2
17863,2006-01-14 07:00:00,29.55,15.42
17864,2006-01-14 08:00:00,254.89,17.9
17865,2006-01-14 09:00:00,489.16,19.99
17866,2006-01-14 10:00:00,696.05,22.44
17867,2006-01-14 11:00:00,854.29,24.22
17868,2006-01-14 12:00:00,947.22,25.4
17869,2006-01-14 13:00:00,969.8,26.38
17870,2006-01-14 14:00:00,920.05,27.02
17871,2006-01-14 15:00:00,803.7,26.4
17872,2006-01-14 16:00:00,629.49,25.53
17873,2006-01-14 17:00:00,413.51,24.61
17874,2006-01-14 18:00:00,180.77,23.02
17875,2006-01-14 19:00:00,0.0,21.05
17876,2006-01-14 20:00:00,0.0,18.8
17877,2006-01-14 21:00:00,0.0,17.47
17878,2006-01-14 22:00:00,0.0,16.61
17879,2006-01-14 23:00:00,0.0,16.02
17880,2006-01-15 00:00:00,0.0,15.12
17881,2006-01-15 01:00:00,0.0,14.38
17882,2006-01-15 02:00:00,0.0,13.83
17883,2006-01-15 03:00:00,0.0,13.35
17884,2006-01-15 04:00:00,0.0,12.64
17885,2006-01-15 05:00:00,0.0,11.26
17886,2006-01-15 06:00:00,0.0,12.2
17887,2006-01-15 07:00:00,29.01,13.5
17888,2006-01-15 08:00:00,257.73,16.79
17889,2006-01-15 09:00:00,495.59,19.78
17890,2006-01-15 10:00:00,705.7,21.84
17891,2006-01-15 11:00:00,866.67,23.61
17892,2006-01-15 12:00:00,960.95,25.04
17893,2006-01-15 13:00:00,983.89,26.24
17894,2006-01-15 14:00:00,933.87,27.87
17895,2006-01-15 15:00:00,815.85,28.62
17896,2006-01-15 16:00:00,639.32,28.24
17897,2006-01-15 17:00:00,420.63,27.56
17898,2006-01-15 18:00:00,183.78,26.48
17899,2006-01-15 19:00:00,0.0,24.75
17900,2006-01-15 20:00:00,0.0,22.6
17901,2006-01-15 21:00:00,0.0,21.06
17902,2006-01-15 22:00:00,0.0,19.82
17903,2006-01-15 23:00:00,0.0,18.7
17904,2006-01-16 00:00:00,0.0,17.74
17905,2006-01-16 01:00:00,0.0,16.72
17906,2006-01-16 02:00:00,0.0,16.02
17907,2006-01-16 03:00:00,0.0,15.41
17908,2006-01-16 04:00:00,0.0,14.82
17909,2006-01-16 05:00:00,0.0,13.51
17910,2006-01-16 06:00:00,0.0,14.78
17911,2006-01-16 07:00:00,27.36,17.21
17912,2006-01-16 08:00:00,252.83,20.81
17913,2006-01-16 09:00:00,490.24,23.99
17914,2006-01-16 10:00:00,700.99,26.72
17915,2006-01-16 11:00:00,863.18,28.54
17916,2006-01-16 12:00:00,957.01,30.87
17917,2006-01-16 13:00:00,979.81,31.99
17918,2006-01-16 14:00:00,929.92,32.68
17919,2006-01-16 15:00:00,811.84,32.24
17920,2006-01-16 16:00:00,635.86,31.22
17921,2006-01-16 17:00:00,418.1,30.01
17922,2006-01-16 18:00:00,184.92,28.43
17923,2006-01-16 19:00:00,0.0,25.97
17924,2006-01-16 20:00:00,0.0,23.26
17925,2006-01-16 21:00:00,0.0,21.54
17926,2006-01-16 22:00:00,0.0,20.35
17927,2006-01-16 23:00:00,0.0,19.5
17928,2006-01-17 00:00:00,0.0,18.93
17929,2006-01-17 01:00:00,0.0,18.18
17930,2006-01-17 02:00:00,0.0,17.42
17931,2006-01-17 03:00:00,0.0,16.78
17932,2006-01-17 04:00:00,0.0,16.23
17933,2006-01-17 05:00:00,0.0,15.63
17934,2006-01-17 06:00:00,0.0,16.42
17935,2006-01-17 07:00:00,25.08,18.52
17936,2006-01-17 08:00:00,243.19,21.49
17937,2006-01-17 09:00:00,473.93,23.59
17938,2006-01-17 10:00:00,679.06,26.0
17939,2006-01-17 11:00:00,837.02,27.69
17940,2006-01-17 12:00:00,932.36,28.89
17941,2006-01-17 13:00:00,957.91,29.58
17942,2006-01-17 14:00:00,911.57,30.1
17943,2006-01-17 15:00:00,797.43,29.51
17944,2006-01-17 16:00:00,625.48,28.49
17945,2006-01-17 17:00:00,411.91,27.3
17946,2006-01-17 18:00:00,182.57,25.64
17947,2006-01-17 19:00:00,0.0,23.53
17948,2006-01-17 20:00:00,0.0,21.31
17949,2006-01-17 21:00:00,0.0,19.5
17950,2006-01-17 22:00:00,0.0,18.23
17951,2006-01-17 23:00:00,0.0,17.29
17952,2006-01-18 00:00:00,0.0,16.48
17953,2006-01-18 01:00:00,0.0,15.79
17954,2006-01-18 02:00:00,0.0,15.17
17955,2006-01-18 03:00:00,0.0,14.52
17956,2006-01-18 04:00:00,0.0,14.04
17957,2006-01-18 05:00:00,0.0,13.33
17958,2006-01-18 06:00:00,0.0,14.06
17959,2006-01-18 07:00:00,23.35,15.14
17960,2006-01-18 08:00:00,236.73,17.48
17961,2006-01-18 09:00:00,464.2,19.71
17962,2006-01-18 10:00:00,667.48,21.71
17963,2006-01-18 11:00:00,824.66,23.35
17964,2006-01-18 12:00:00,919.93,24.77
17965,2006-01-18 13:00:00,945.95,25.68
17966,2006-01-18 14:00:00,900.82,26.34
17967,2006-01-18 15:00:00,788.36,25.84
17968,2006-01-18 16:00:00,618.66,25.18
17969,2006-01-18 17:00:00,407.36,24.31
17970,2006-01-18 18:00:00,180.3,23.1
17971,2006-01-18 19:00:00,0.0,21.36
17972,2006-01-18 20:00:00,0.0,19.47
17973,2006-01-18 21:00:00,0.0,18.22
17974,2006-01-18 22:00:00,0.0,17.4
17975,2006-01-18 23:00:00,0.0,16.61
17976,2006-01-19 00:00:00,0.0,16.14
17977,2006-01-19 01:00:00,0.0,15.57
17978,2006-01-19 02:00:00,0.0,15.12
17979,2006-01-19 03:00:00,0.0,14.58
17980,2006-01-19 04:00:00,0.0,13.98
17981,2006-01-19 05:00:00,0.0,12.89
17982,2006-01-19 06:00:00,0.0,13.52
17983,2006-01-19 07:00:00,22.52,15.52
17984,2006-01-19 08:00:00,238.16,18.23
17985,2006-01-19 09:00:00,467.29,20.59
17986,2006-01-19 10:00:00,671.4,22.97
17987,2006-01-19 11:00:00,828.83,24.75
17988,2006-01-19 12:00:00,922.69,25.98
17989,2006-01-19 13:00:00,947.13,26.87
17990,2006-01-19 14:00:00,900.42,27.51
17991,2006-01-19 15:00:00,788.3,26.94
17992,2006-01-19 16:00:00,618.76,26.27
17993,2006-01-19 17:00:00,407.77,24.98
17994,2006-01-19 18:00:00,180.31,23.7
17995,2006-01-19 19:00:00,0.0,21.85
17996,2006-01-19 20:00:00,0.0,20.22
17997,2006-01-19 21:00:00,0.0,18.54
17998,2006-01-19 22:00:00,0.0,17.44
17999,2006-01-19 23:00:00,0.0,16.36
18000,2006-01-20 00:00:00,0.0,15.65
18001,2006-01-20 01:00:00,0.0,15.04
18002,2006-01-20 02:00:00,0.0,14.52
18003,2006-01-20 03:00:00,0.0,14.03
18004,2006-01-20 04:00:00,0.0,13.63
18005,2006-01-20 05:00:00,0.0,12.78
18006,2006-01-20 06:00:00,0.0,13.95
18007,2006-01-20 07:00:00,21.26,15.06
18008,2006-01-20 08:00:00,233.67,17.67
18009,2006-01-20 09:00:00,461.77,20.16
18010,2006-01-20 10:00:00,666.21,22.76
18011,2006-01-20 11:00:00,824.61,25.31
18012,2006-01-20 12:00:00,920.06,26.84
18013,2006-01-20 13:00:00,946.29,28.84
18014,2006-01-20 14:00:00,901.25,29.68
18015,2006-01-20 15:00:00,789.19,29.31
18016,2006-01-20 16:00:00,619.65,28.53
18017,2006-01-20 17:00:00,408.78,27.44
18018,2006-01-20 18:00:00,181.22,26.32
18019,2006-01-20 19:00:00,0.0,24.65
18020,2006-01-20 20:00:00,0.0,22.93
18021,2006-01-20 21:00:00,0.0,21.2
18022,2006-01-20 22:00:00,0.0,19.85
18023,2006-01-20 23:00:00,0.0,18.58
18024,2006-01-21 00:00:00,0.0,17.91
18025,2006-01-21 01:00:00,0.0,17.11
18026,2006-01-21 02:00:00,0.0,16.57
18027,2006-01-21 03:00:00,0.0,16.09
18028,2006-01-21 04:00:00,0.0,15.68
18029,2006-01-21 05:00:00,0.0,14.79
18030,2006-01-21 06:00:00,0.0,15.41
18031,2006-01-21 07:00:00,20.26,17.4
18032,2006-01-21 08:00:00,231.37,19.78
18033,2006-01-21 09:00:00,457.57,21.79
18034,2006-01-21 10:00:00,659.72,23.89
18035,2006-01-21 11:00:00,815.98,25.96
18036,2006-01-21 12:00:00,911.43,27.15
18037,2006-01-21 13:00:00,938.16,28.27
18038,2006-01-21 14:00:00,893.88,28.94
18039,2006-01-21 15:00:00,782.62,28.54
18040,2006-01-21 16:00:00,614.24,27.37
18041,2006-01-21 17:00:00,404.88,25.65
18042,2006-01-21 18:00:00,1.81,24.07
18043,2006-01-21 19:00:00,0.0,22.21
18044,2006-01-21 20:00:00,0.0,20.92
18045,2006-01-21 21:00:00,0.0,19.73
18046,2006-01-21 22:00:00,0.0,18.58
18047,2006-01-21 23:00:00,0.0,17.38
18048,2006-01-22 00:00:00,0.0,16.93
18049,2006-01-22 01:00:00,0.0,16.14
18050,2006-01-22 02:00:00,0.0,15.77
18051,2006-01-22 03:00:00,0.0,15.36
18052,2006-01-22 04:00:00,0.0,15.06
18053,2006-01-22 05:00:00,0.0,13.97
18054,2006-01-22 06:00:00,0.0,13.57
18055,2006-01-22 07:00:00,19.12,15.57
18056,2006-01-22 08:00:00,228.39,18.16
18057,2006-01-22 09:00:00,454.21,20.84
18058,2006-01-22 10:00:00,18.96,23.28
18059,2006-01-22 11:00:00,814.15,25.35
18060,2006-01-22 12:00:00,911.05,26.89
18061,2006-01-22 13:00:00,81.22,28.11
18062,2006-01-22 14:00:00,8.97,29.16
18063,2006-01-22 15:00:00,7.88,28.72
18064,2006-01-22 16:00:00,6.2,28.14
18065,2006-01-22 17:00:00,4.1,27.16
18066,2006-01-22 18:00:00,181.83,26.14
18067,2006-01-22 19:00:00,0.0,24.32
18068,2006-01-22 20:00:00,0.0,22.19
18069,2006-01-22 21:00:00,0.0,20.97
18070,2006-01-22 22:00:00,0.0,20.19
18071,2006-01-22 23:00:00,0.0,19.48
18072,2006-01-23 00:00:00,0.0,18.95
18073,2006-01-23 01:00:00,0.0,18.38
18074,2006-01-23 02:00:00,0.0,17.98
18075,2006-01-23 03:00:00,0.0,17.35
18076,2006-01-23 04:00:00,0.0,16.63
18077,2006-01-23 05:00:00,0.0,15.7
18078,2006-01-23 06:00:00,0.0,15.32
18079,2006-01-23 07:00:00,18.82,17.4
18080,2006-01-23 08:00:00,232.88,19.81
18081,2006-01-23 09:00:00,464.06,22.62
18082,2006-01-23 10:00:00,672.0,25.5
18083,2006-01-23 11:00:00,833.84,27.51
18084,2006-01-23 12:00:00,932.75,29.19
18085,2006-01-23 13:00:00,961.74,30.47
18086,2006-01-23 14:00:00,918.33,31.55
18087,2006-01-23 15:00:00,805.21,31.0
18088,2006-01-23 16:00:00,633.4,30.32
18089,2006-01-23 17:00:00,419.23,29.18
18090,2006-01-23 18:00:00,186.45,27.79
18091,2006-01-23 19:00:00,0.0,25.8
18092,2006-01-23 20:00:00,0.0,23.93
18093,2006-01-23 21:00:00,0.0,22.22
18094,2006-01-23 22:00:00,0.0,21.2
18095,2006-01-23 23:00:00,0.0,20.3
18096,2006-01-24 00:00:00,0.0,19.36
18097,2006-01-24 01:00:00,0.0,18.47
18098,2006-01-24 02:00:00,0.0,17.74
18099,2006-01-24 03:00:00,0.0,16.96
18100,2006-01-24 04:00:00,0.0,16.18
18101,2006-01-24 05:00:00,0.0,15.16
18102,2006-01-24 06:00:00,0.0,15.93
18103,2006-01-24 07:00:00,18.5,18.06
18104,2006-01-24 08:00:00,235.94,20.73
18105,2006-01-24 09:00:00,469.16,22.93
18106,2006-01-24 10:00:00,677.66,25.45
18107,2006-01-24 11:00:00,839.09,27.61
18108,2006-01-24 12:00:00,936.91,29.03
18109,2006-01-24 13:00:00,964.41,30.18
18110,2006-01-24 14:00:00,919.33,30.89
18111,2006-01-24 15:00:00,806.7,30.32
18112,2006-01-24 16:00:00,635.16,29.68
18113,2006-01-24 17:00:00,420.73,28.57
18114,2006-01-24 18:00:00,188.3,27.22
18115,2006-01-24 19:00:00,0.0,25.31
18116,2006-01-24 20:00:00,0.0,23.32
18117,2006-01-24 21:00:00,0.0,21.74
18118,2006-01-24 22:00:00,0.0,20.38
18119,2006-01-24 23:00:00,0.0,19.38
18120,2006-01-25 00:00:00,0.0,18.57
18121,2006-01-25 01:00:00,0.0,17.83
18122,2006-01-25 02:00:00,0.0,17.23
18123,2006-01-25 03:00:00,0.0,16.52
18124,2006-01-25 04:00:00,0.0,15.7
18125,2006-01-25 05:00:00,0.0,15.05
