episode,timestep,reward,std
85,36864,-366.185869497115,146.32151527800895
170,73728,-203.8409003358642,124.70001054373955
255,110592,-64.51543497296916,192.0311531621713
341,147456,-18.831773859339815,153.98835148413696
426,184320,-43.78212138483855,116.23146959718026
511,221184,58.613276613984695,204.43238476251054
597,258048,55.510391757096116,93.61906052542211
682,294912,64.00942259731906,107.80853506529651
767,331776,73.42474376840536,104.89684493536977
853,368640,-16.04690024585824,151.7055296650336
938,405504,95.46513369299946,150.96570374682955
1023,442368,98.8185984613224,112.96606254969859
1109,479232,45.952147684605926,174.14698274588613
1194,516096,124.79720959024397,102.4606093758798
1279,552960,99.13608795467185,91.77062867679771
1365,589824,146.40853435252245,96.46729274948919
1450,626688,32.63647093653829,151.83254881871525
1535,663552,78.32996963573777,125.43805311910685
1621,700416,84.8891461422423,97.80602449103428
1706,737280,86.97858711903123,126.67302445136983
1791,774144,82.0527303727413,111.19309926456859
1877,811008,155.6150141178461,86.98027139046962
1962,847872,101.39201100137568,85.95951161622975
2047,884736,150.66629239228624,74.34678668775666
2133,921600,127.78072464722588,135.29330244148028
2218,958464,129.540872272718,92.47998637966343
2303,995328,217.28100318594596,27.075586734307123
2389,1032192,137.44778477994151,69.48848588125743
2474,1069056,77.19424772445215,97.07924221625105
2559,1105920,99.48253961107764,113.99635694877219
2645,1142784,159.39110034093,110.27932286593956
2730,1179648,136.69841403978847,109.00290221352988
2815,1216512,172.17138546982568,89.37211592793135
2901,1253376,165.46659813754894,86.65367502712508
2986,1290240,193.47065224337845,124.49362191165872
3071,1327104,189.88772474626026,73.49573056832776
3157,1363968,228.5543532535607,72.79413860013713
3242,1400832,194.73905378431533,99.79683353159594
3327,1437696,209.51673537478524,70.7326898488659
3413,1474560,140.9717366046528,122.89613822187329
3498,1511424,161.5330054605043,105.04289105272046
3583,1548288,201.05651065889043,49.16535509851225
3669,1585152,129.42187841384268,68.76537932108863
