,mean_episode_rewards,std_episode_rewards,episodes,steps
0,-8.201754445326998,27.679308972771704,0,12.0
1,-14.139247132014688,35.05360192877263,1,7.0
2,-14.00707259144343,35.10901837855752,2,7.0
3,-14.132245555054977,35.05585182813695,3,7.0
4,-9.859925286198003,30.047133792154977,4,10.0
5,-10.842470679224396,31.524101886764896,5,9.0
6,-24.968347483246106,43.31957561522441,6,4.0
7,-24.776044036305244,43.43211101254187,7,4.0
8,-16.34021353029952,37.41635786768454,8,6.0
9,-24.999999999999996,43.30127018922193,9,4.0
10,-14.238034978133715,35.012252585764365,10,7.0
11,-24.99999976861702,43.30127032281096,11,4.0
12,-16.51247666652282,37.33828368231552,12,6.0
13,-16.666658244757574,37.2678033913933,13,6.0
14,-14.170627901260417,35.040337521614276,14,7.0
15,-14.033478488357584,35.09780429106051,15,7.0
16,-33.33333333303751,47.140452079312354,16,3.0
17,-24.99959822020845,43.30150216065499,17,4.0
18,-14.023570906687754,35.10201474020637,18,7.0
19,-24.999999998569137,43.301270190048044,19,4.0
20,-24.99999998881603,43.301270195679,20,4.0
21,-24.999999999999776,43.301270189222066,21,4.0
22,-12.499964736453245,33.07190471677502,22,8.0
23,-12.379700471899387,33.11871939198013,23,8.0
24,-14.153945734934997,35.04779100359213,24,7.0
25,-16.6634253451464,37.269249836993616,25,6.0
26,-11.091338955306933,31.43397278231779,26,9.0
27,-10.810870767435942,31.534522666555667,27,9.0
28,-24.999999582890705,43.3012704300401,28,4.0
29,-12.477029026400245,33.080604388061445,29,8.0
30,-14.264392810158327,35.001439493050945,30,7.0
31,-16.653198105214425,37.273834627225696,31,6.0
32,-16.616844884331144,37.290152324307336,32,6.0
33,-19.9264761297766,40.03701509661911,33,5.0
34,-14.12783435112198,35.0584542477708,34,7.0
35,-12.41983363524075,33.102468129046684,35,8.0
36,-19.970156877410822,40.014947723541844,36,5.0
37,-19.99871250961437,40.0006438148692,37,5.0
38,-16.534912468866306,37.327331872139496,38,6.0
39,-5.60626500146952,23.601519990981192,39,17.0
40,-12.335849761410168,33.13478092352411,40,8.0
41,-13.901616032089873,35.150803411706896,41,7.0
42,-19.736084955407456,40.13305201268792,42,5.0
43,-10.760218642349756,33.90634753594826,43,8.0
44,-12.288125501328283,33.15322288742167,44,8.0
45,-24.99999946440689,43.30127049844676,45,4.0
46,-19.82294936623786,40.08999143186052,46,5.0
