episode,timestep,reward,std
85,36864,-368.7814582298433,169.3995304832202
170,73728,-246.37590706002848,133.5743951736586
255,110592,-140.4850532504702,110.70675289084144
341,147456,-136.41864691036395,210.32124180283537
426,184320,-136.91254094882476,175.46340558961919
511,221184,-93.63022936625711,133.81426263937536
597,258048,-107.20377599479063,134.22823387741872
682,294912,-18.435613085540457,118.48231689131282
767,331776,18.089432024486676,170.99793895646675
853,368640,-85.8810627032331,106.08141739362169
938,405504,-62.20775190183864,151.02324561977284
1023,442368,-49.0649601281652,168.02081656930855
1109,479232,-17.2949501118885,114.86637068846397
1194,516096,15.092003095417358,156.54633190853735
1279,552960,-5.72408667492814,188.76871795424574
1365,589824,-17.167193140090923,146.87959536775796
1450,626688,-73.91681341406868,178.4883113423949
1535,663552,36.57812650083974,138.33444888003024
1621,700416,103.74497257455639,195.3853989170583
1706,737280,128.97760973701892,113.5212579398467
1791,774144,103.49733326059348,123.97881157345863
1877,811008,140.8675692331937,77.98507427165147
1962,847872,105.08909836919693,191.6945780997667
2047,884736,155.7257220322135,105.37072660663746
2133,921600,133.8185388706377,97.87431314489609
2218,958464,111.0719521807769,116.35230383028174
2303,995328,144.48985645840153,85.77475977714221
2389,1032192,180.64246978066572,131.75355159394348
2474,1069056,144.4839092898569,161.73342531294824
2559,1105920,226.46048425658827,76.62454208839875
2645,1142784,207.88424461468654,93.09021725896086
2730,1179648,128.16760979458397,138.66301655588762
2815,1216512,214.16727093694635,103.09065102106585
2901,1253376,222.37492554158825,98.7058189542207
2986,1290240,235.11194337681687,93.23348724924851
3071,1327104,319.56508849672133,66.46602503015875
3157,1363968,263.31622263022336,73.24932383722049
3242,1400832,284.840328026083,88.96816214286616
3327,1437696,292.750040073815,86.37002774344647
3413,1474560,306.16915067861186,132.2808584568976
3498,1511424,244.52339788537392,111.04345546701974
3583,1548288,202.25206171136443,128.053892672087
3669,1585152,280.5979566109255,98.13085530645237
