#{"t_start": 1744647766.5858274, "env_id": "None"}
r,l,t
-85.192686,114,473.787324
-84.530027,114,473.904573
-87.237857,114,474.026721
-83.138551,114,474.178889
-84.508999,114,474.308927
-60.814996,114,481.834946
-64.371875,114,481.984185
-60.696743,114,482.101591
-60.397139,114,482.23527
-59.157026,114,482.356449
-87.792948,114,489.788295
-84.449284,114,489.902681
-84.554879,114,490.016757
-77.43396,114,490.131251
-84.955028,114,490.250468
-83.39984,114,497.750149
-86.937313,114,497.867156
-82.245293,114,497.988783
-80.882741,114,498.108693
-84.771131,114,498.227885
-82.266078,114,505.154178
-86.223279,114,505.27001
-83.982006,114,505.387958
-84.121671,114,505.505965
-86.774027,114,505.62273
-84.930093,114,512.420242
-83.584283,114,512.535588
-85.340502,114,512.688805
-87.406232,114,512.814405
-86.581492,114,512.931006
-81.836242,114,520.21201
-83.288197,114,520.330144
-89.190672,114,520.488735
-82.813166,114,520.606384
-83.43061,114,520.734665
-86.028623,114,527.508397
-80.966258,114,527.627806
-87.590783,114,527.746936
-82.839106,114,527.863236
-81.928697,114,527.979728
-82.56829,114,534.813351
-81.870127,114,534.928861
-81.669218,114,535.045246
-79.291888,114,535.160385
-87.266409,114,535.293087
