Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
ExpSolar,00000,S1,NA,Chile,-38.6908,-73.3533,-4,69
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2006,1,1,0,0,0.0,0.0,0.0,12.4,12.4,52.2,1006.8,1.7,294.0,0
2006,1,1,1,0,0.0,0.0,0.0,11.9,11.9,53.8,1005.7,1.3,292.5,0
2006,1,1,2,0,0.0,0.0,0.0,11.5,11.5,57.7,1004.9,0.9,288.0,0
2006,1,1,3,0,0.0,0.0,0.0,11.0,11.0,69.1,1003.7,0.9,315.0,0
2006,1,1,4,0,0.0,0.0,0.0,10.7,10.7,73.7,1003.6,1.3,325.5,0
2006,1,1,5,0,0.0,0.0,0.0,10.2,10.2,78.8,1003.0,1.1,348.0,0
2006,1,1,6,0,9.0,3.8,8.8,9.6,9.6,84.6,1001.9,1.3,6.0,0
2006,1,1,7,0,44.1,7.8,42.1,10.6,10.6,88.4,1003.7,1.6,13.5,0
2006,1,1,8,0,147.5,9.2,143.5,12.1,12.1,90.4,1007.1,1.9,10.5,0
2006,1,1,9,0,306.4,9.9,300.3,13.8,13.8,91.8,1008.8,1.8,3.0,0
2006,1,1,10,0,391.1,10.3,383.3,15.9,15.9,91.2,1010.5,2.1,328.5,0
2006,1,1,11,0,722.4,44.8,683.4,17.9,17.9,91.2,1013.8,2.8,304.5,0
2006,1,1,12,0,880.4,83.4,802.0,19.1,19.1,92.9,1016.2,4.3,291.0,0
2006,1,1,13,0,777.4,53.1,726.3,19.8,19.8,92.6,1018.5,5.0,289.5,0
2006,1,1,14,0,676.8,34.5,644.5,20.5,20.5,86.4,1020.9,5.2,286.5,0
2006,1,1,15,0,573.6,22.4,554.3,19.8,19.8,76.5,1019.5,5.1,282.0,0
2006,1,1,16,0,428.0,11.6,419.4,19.1,19.1,81.4,1019.1,5.1,282.0,0
2006,1,1,17,0,326.7,9.8,320.8,18.5,18.5,75.8,1018.1,4.8,280.5,0
2006,1,1,18,0,200.3,9.1,196.5,17.8,17.8,69.2,1017.6,3.9,276.0,0
2006,1,1,19,0,213.1,760.8,34.5,16.7,16.7,72.2,1017.1,3.1,270.0,0
2006,1,1,20,0,28.6,324.8,12.6,15.4,15.4,54.8,1016.3,2.3,268.5,0
2006,1,1,21,0,0.0,0.0,0.0,14.4,14.4,66.0,1016.4,1.6,246.0,0
2006,1,1,22,0,0.0,0.0,0.0,13.7,13.7,64.5,1015.4,1.1,243.0,0
2006,1,1,23,0,0.0,0.0,0.0,13.2,13.2,67.7,1015.2,0.6,225.0,0
2006,1,2,0,0,0.0,0.0,0.0,12.6,12.6,63.9,1014.1,0.3,201.0,0
2006,1,2,1,0,0.0,0.0,0.0,11.8,11.8,68.3,1012.8,0.7,147.0,0
2006,1,2,2,0,0.0,0.0,0.0,11.2,11.2,72.2,1011.6,1.4,67.5,0
2006,1,2,3,0,0.0,0.0,0.0,10.3,10.3,75.7,1010.1,1.5,46.5,0
2006,1,2,4,0,0.0,0.0,0.0,9.9,9.9,75.8,1009.8,1.6,45.0,0
2006,1,2,5,0,0.0,0.0,0.0,9.0,9.0,81.1,1008.6,1.7,43.5,0
2006,1,2,6,0,42.9,409.3,16.2,9.6,9.6,87.9,1009.4,1.3,30.0,0
2006,1,2,7,0,237.7,803.3,35.8,11.1,11.1,90.8,1011.1,0.5,354.0,0
2006,1,2,8,0,456.3,944.1,43.6,12.9,12.9,91.3,1013.1,0.1,240.0,0
2006,1,2,9,0,667.2,1015.7,47.9,14.8,14.8,92.4,1013.5,0.7,190.5,0
2006,1,2,10,0,851.1,1057.4,50.4,16.9,16.9,92.1,1014.8,1.1,177.0,0
2006,1,2,11,0,993.2,1082.2,51.9,18.5,18.5,92.3,1015.7,1.6,208.5,0
2006,1,2,12,0,1081.4,1094.7,52.7,19.4,19.4,93.1,1016.2,2.6,228.0,0
2006,1,2,13,0,1109.9,1098.6,52.9,20.0,20.0,90.8,1018.0,3.4,240.0,0
2006,1,2,14,0,1076.5,1094.4,52.6,19.4,19.4,85.4,1016.4,3.7,237.0,0
2006,1,2,15,0,984.3,1081.9,51.8,18.6,18.6,75.1,1014.9,3.6,237.0,0
2006,1,2,16,0,839.5,1058.0,50.2,18.3,18.3,66.0,1015.3,3.2,241.5,0
2006,1,2,17,0,653.5,1016.8,47.6,17.5,17.5,60.5,1013.7,2.9,240.0,0
2006,1,2,18,0,436.6,932.9,43.1,16.5,16.5,61.8,1012.5,2.2,232.5,0
2006,1,2,19,0,216.9,773.6,34.7,15.2,15.2,61.1,1011.5,1.4,238.5,0
2006,1,2,20,0,30.5,355.6,12.9,13.4,13.4,56.3,1010.2,1.3,280.5,0
2006,1,2,21,0,0.0,0.0,0.0,12.2,12.2,55.0,1010.2,1.5,307.5,0
2006,1,2,22,0,0.0,0.0,0.0,11.2,11.2,54.1,1009.1,2.0,331.5,0
2006,1,2,23,0,0.0,0.0,0.0,10.5,10.5,54.7,1008.1,2.1,336.0,0
2006,1,3,0,0,0.0,0.0,0.0,9.8,9.8,54.7,1007.1,2.1,354.0,0
2006,1,3,1,0,0.0,0.0,0.0,9.3,9.3,55.1,1006.5,1.9,0.0,0
2006,1,3,2,0,0.0,0.0,0.0,8.9,8.9,60.0,1005.7,1.6,9.0,0
2006,1,3,3,0,0.0,0.0,0.0,8.5,8.5,67.4,1005.2,1.1,334.5,0
2006,1,3,4,0,0.0,0.0,0.0,9.4,9.4,73.8,1007.1,0.5,252.0,0
2006,1,3,5,0,0.0,0.0,0.0,9.5,9.5,79.2,1008.4,1.0,117.0,0
2006,1,3,6,0,8.9,4.1,8.6,10.2,10.2,84.2,1010.2,2.0,61.5,0
2006,1,3,7,0,73.5,8.0,71.5,10.4,10.4,88.0,1011.1,2.7,51.0,0
2006,1,3,8,0,178.5,9.4,174.4,11.4,11.4,91.3,1012.1,2.2,24.0,0
2006,1,3,9,0,319.5,10.1,313.4,13.7,13.7,92.0,1012.5,1.6,7.5,0
2006,1,3,10,0,843.3,1049.3,50.4,15.9,15.9,92.2,1013.1,1.0,288.0,0
2006,1,3,11,0,786.4,59.7,734.6,17.4,17.4,92.8,1014.7,2.0,258.0,0
2006,1,3,12,0,797.5,59.1,742.0,18.8,18.8,94.1,1016.4,2.8,262.5,0
2006,1,3,13,0,848.7,72.1,779.3,18.7,18.7,93.9,1015.7,3.8,268.5,0
2006,1,3,14,0,661.1,32.2,631.0,17.8,17.8,78.9,1015.5,4.4,270.0,0
2006,1,3,15,0,447.5,11.5,437.5,17.3,17.3,80.1,1016.5,3.6,268.5,0
2006,1,3,16,0,416.1,10.8,408.0,17.2,17.2,70.9,1016.4,3.5,273.0,0
2006,1,3,17,0,242.7,10.0,236.8,17.1,17.1,69.5,1015.5,3.3,282.0,0
2006,1,3,18,0,132.6,9.3,128.7,16.7,16.7,66.1,1015.4,2.9,288.0,0
2006,1,3,19,0,64.1,7.9,62.3,16.1,16.1,69.2,1015.1,2.2,291.0,0
2006,1,3,20,0,9.3,4.8,9.0,15.6,15.6,64.7,1015.2,2.0,304.5,0
2006,1,3,21,0,0.0,0.0,0.0,14.6,14.6,56.6,1014.7,2.3,319.5,0
2006,1,3,22,0,0.0,0.0,0.0,13.7,13.7,51.1,1014.3,3.5,330.0,0
2006,1,3,23,0,0.0,0.0,0.0,13.3,13.3,59.4,1012.9,3.3,321.0,0
2006,1,4,0,0,0.0,0.0,0.0,13.3,13.3,62.8,1012.7,3.0,328.5,0
2006,1,4,1,0,0.0,0.0,0.0,13.2,13.2,69.5,1012.3,2.5,328.5,0
2006,1,4,2,0,0.0,0.0,0.0,12.9,12.9,71.7,1011.4,2.0,337.5,0
2006,1,4,3,0,0.0,0.0,0.0,12.6,12.6,77.1,1011.0,1.8,340.5,0
2006,1,4,4,0,0.0,0.0,0.0,12.5,12.5,78.1,1011.2,2.2,334.5,0
2006,1,4,5,0,0.0,0.0,0.0,12.0,12.0,83.0,1011.0,2.1,331.5,0
2006,1,4,6,0,8.6,4.0,8.4,12.6,12.6,84.6,1011.0,2.8,336.0,0
2006,1,4,7,0,41.1,7.5,39.3,13.3,13.3,86.8,1011.3,2.8,348.0,0
2006,1,4,8,0,159.8,8.9,155.9,14.6,14.6,89.3,1009.3,2.7,343.5,0
2006,1,4,9,0,157.6,9.7,151.7,15.7,15.7,91.9,1009.2,3.8,339.0,0
2006,1,4,10,0,193.2,10.1,185.6,16.9,16.9,91.6,1008.2,4.7,328.5,0
2006,1,4,11,0,231.8,10.3,222.8,17.3,17.3,92.5,1007.4,5.7,324.0,0
2006,1,4,12,0,313.4,10.4,303.6,18.0,18.0,96.8,1007.4,6.4,319.5,0
2006,1,4,13,0,325.6,10.5,315.6,18.3,18.3,91.1,1007.3,7.1,318.0,0
2006,1,4,14,0,231.3,10.4,221.6,18.6,18.6,86.2,1007.6,7.5,319.5,0
2006,1,4,15,0,203.6,10.3,194.7,18.6,18.6,83.2,1008.4,7.7,322.5,0
2006,1,4,16,0,144.6,10.0,137.1,18.1,18.1,98.6,1008.2,7.4,325.5,0
2006,1,4,17,0,83.7,9.6,78.0,18.3,18.3,96.2,1008.4,7.3,330.0,0
2006,1,4,18,0,94.7,8.9,90.9,17.5,17.5,77.1,1006.7,7.0,333.0,0
2006,1,4,19,0,30.9,7.5,29.2,16.9,16.9,80.0,1005.9,6.7,334.5,0
2006,1,4,20,0,8.6,4.8,8.4,16.1,16.1,76.5,1005.2,6.5,334.5,0
2006,1,4,21,0,0.0,0.0,0.0,15.7,15.7,72.4,1005.2,6.4,334.5,0
2006,1,4,22,0,0.0,0.0,0.0,15.2,15.2,71.9,1004.7,6.6,333.0,0
2006,1,4,23,0,0.0,0.0,0.0,15.0,15.0,79.1,1004.1,6.7,331.5,0
2006,1,5,0,0,0.0,0.0,0.0,15.1,15.1,76.2,1004.1,6.5,331.5,0
2006,1,5,1,0,0.0,0.0,0.0,15.4,15.4,84.5,1004.5,6.0,328.5,0
2006,1,5,2,0,0.0,0.0,0.0,15.5,15.5,85.9,1003.6,6.0,325.5,0
2006,1,5,3,0,0.0,0.0,0.0,15.9,15.9,84.9,1003.8,5.9,322.5,0
2006,1,5,4,0,0.0,0.0,0.0,15.7,15.7,87.2,1003.1,4.9,319.5,0
2006,1,5,5,0,0.0,0.0,0.0,15.5,15.5,90.1,1003.6,5.0,319.5,0
2006,1,5,6,0,32.9,324.9,14.2,15.5,15.5,87.9,1003.9,5.5,321.0,0
2006,1,5,7,0,50.5,7.4,48.7,16.0,16.0,89.5,1005.2,5.6,325.5,0
2006,1,5,8,0,88.4,8.9,84.6,16.6,16.6,96.1,1002.6,6.1,324.0,0
2006,1,5,9,0,176.3,9.6,170.5,17.7,17.7,93.9,1004.0,7.4,321.0,0
2006,1,5,10,0,272.9,10.1,265.3,18.7,18.7,93.8,1005.7,8.6,318.0,0
2006,1,5,11,0,294.5,10.3,285.6,18.7,18.7,94.8,1005.5,9.3,316.5,0
2006,1,5,12,0,417.1,10.5,407.2,18.4,18.4,99.6,1005.1,9.5,310.5,0
2006,1,5,13,0,475.3,12.3,463.5,19.2,19.2,97.0,1006.9,9.6,307.5,0
2006,1,5,14,0,315.4,10.5,305.5,19.7,19.7,99.5,1007.7,8.9,303.0,0
2006,1,5,15,0,259.7,10.4,250.7,18.8,18.8,98.3,1007.2,7.7,297.0,0
2006,1,5,16,0,260.4,10.2,252.7,17.9,17.9,98.8,1006.5,6.7,291.0,0
2006,1,5,17,0,282.1,9.8,276.2,17.2,17.2,100.0,1006.9,5.9,291.0,0
2006,1,5,18,0,146.5,9.0,142.7,16.4,16.4,100.0,1007.1,5.1,294.0,0
2006,1,5,19,0,39.8,7.4,38.0,15.7,15.7,100.0,1007.4,4.6,300.0,0
2006,1,5,20,0,29.9,339.5,12.9,14.8,14.8,100.0,1006.8,3.9,304.5,0
2006,1,5,21,0,0.0,0.0,0.0,13.9,13.9,92.1,1006.5,4.0,309.0,0
2006,1,5,22,0,0.0,0.0,0.0,13.4,13.4,93.0,1006.7,3.7,312.0,0
2006,1,5,23,0,0.0,0.0,0.0,12.8,12.8,94.0,1004.9,3.6,309.0,0
2006,1,6,0,0,0.0,0.0,0.0,12.9,12.9,82.6,1006.1,3.5,306.0,0
2006,1,6,1,0,0.0,0.0,0.0,12.8,12.8,90.7,1006.6,3.1,301.5,0
2006,1,6,2,0,0.0,0.0,0.0,12.9,12.9,90.5,1007.6,3.5,297.0,0
2006,1,6,3,0,0.0,0.0,0.0,13.1,13.1,87.8,1008.6,3.3,294.0,0
2006,1,6,4,0,0.0,0.0,0.0,13.0,13.0,89.2,1009.8,3.2,298.5,0
2006,1,6,5,0,0.0,0.0,0.0,12.9,12.9,87.0,1010.9,2.5,298.5,0
2006,1,6,6,0,33.5,354.9,14.0,13.4,13.4,91.4,1012.8,2.7,303.0,0
2006,1,6,7,0,223.4,779.4,35.1,13.8,13.8,92.7,1014.5,2.5,307.5,0
2006,1,6,8,0,439.9,926.8,43.2,14.6,14.6,90.9,1013.5,2.0,312.0,0
2006,1,6,9,0,649.1,999.7,47.6,15.9,15.9,94.1,1014.2,2.0,300.0,0
2006,1,6,10,0,440.5,12.4,431.2,17.0,17.0,94.1,1014.7,2.3,289.5,0
2006,1,6,11,0,915.2,102.1,826.8,18.2,18.2,94.4,1015.6,3.2,283.5,0
2006,1,6,12,0,1063.4,1079.8,52.6,18.9,18.9,99.0,1015.7,4.2,280.5,0
2006,1,6,13,0,1094.5,1084.9,52.9,19.7,19.7,95.7,1016.9,4.8,279.0,0
2006,1,6,14,0,1064.0,1081.8,52.6,19.9,19.9,89.6,1017.5,4.8,277.5,0
2006,1,6,15,0,975.0,1070.5,51.8,19.6,19.6,91.9,1016.6,4.5,280.5,0
2006,1,6,16,0,833.3,1047.9,50.2,19.2,19.2,77.1,1015.5,4.6,276.0,0
2006,1,6,17,0,649.9,1007.8,47.6,18.4,18.4,84.2,1014.3,3.9,273.0,0
2006,1,6,18,0,437.8,932.2,43.1,17.3,17.3,84.6,1013.3,3.4,265.5,0
2006,1,6,19,0,219.6,780.9,34.8,16.1,16.1,85.8,1012.4,2.4,264.0,0
2006,1,6,20,0,30.2,347.5,12.8,14.4,14.4,71.9,1011.3,1.6,267.0,0
2006,1,6,21,0,0.0,0.0,0.0,13.3,13.3,63.5,1010.2,1.5,289.5,0
2006,1,6,22,0,0.0,0.0,0.0,12.4,12.4,61.8,1009.3,1.6,310.5,0
2006,1,6,23,0,0.0,0.0,0.0,11.8,11.8,61.5,1006.8,1.4,321.0,0
2006,1,7,0,0,0.0,0.0,0.0,12.0,12.0,56.3,1007.3,1.0,319.5,0
2006,1,7,1,0,0.0,0.0,0.0,11.7,11.7,61.0,1007.7,1.7,351.0,0
2006,1,7,2,0,0.0,0.0,0.0,11.5,11.5,64.9,1009.3,2.3,342.0,0
2006,1,7,3,0,0.0,0.0,0.0,11.7,11.7,71.7,1010.6,2.2,340.5,0
2006,1,7,4,0,0.0,0.0,0.0,11.8,11.8,73.7,1012.1,2.2,339.0,0
2006,1,7,5,0,0.0,0.0,0.0,11.8,11.8,78.9,1013.4,2.4,342.0,0
2006,1,7,6,0,31.2,344.3,13.2,12.3,12.3,86.1,1013.7,2.6,337.5,0
2006,1,7,7,0,86.6,7.8,84.7,13.5,13.5,88.1,1014.2,2.8,337.5,0
2006,1,7,8,0,166.1,9.2,162.2,15.3,15.3,86.7,1014.0,3.3,327.0,0
2006,1,7,9,0,389.4,11.0,382.8,17.5,17.5,91.0,1014.3,4.1,318.0,0
2006,1,7,10,0,375.7,10.3,367.9,19.0,19.0,91.3,1014.6,6.0,310.5,0
2006,1,7,11,0,301.7,10.5,292.6,20.2,20.2,92.3,1017.5,7.9,310.5,0
2006,1,7,12,0,330.9,10.6,321.0,19.6,19.6,97.1,1015.0,9.5,310.5,0
2006,1,7,13,0,246.5,10.7,236.3,18.9,18.9,95.3,1014.4,10.2,310.5,0
2006,1,7,14,0,745.1,47.1,701.1,19.2,19.2,86.1,1015.6,10.2,309.0,0
2006,1,7,15,0,358.1,10.4,349.1,19.1,19.1,86.5,1015.3,9.6,309.0,0
2006,1,7,16,0,291.9,10.2,284.3,18.9,18.9,74.9,1014.1,9.1,309.0,0
2006,1,7,17,0,274.2,9.8,268.4,18.8,18.8,79.1,1014.0,8.3,307.5,0
2006,1,7,18,0,429.5,913.1,42.7,18.2,18.2,79.4,1013.4,7.3,306.0,0
2006,1,7,19,0,217.7,773.5,34.6,17.4,17.4,87.2,1013.2,6.5,306.0,0
2006,1,7,20,0,28.8,326.6,12.5,16.1,16.1,69.2,1012.3,5.6,303.0,0
2006,1,7,21,0,0.0,0.0,0.0,15.2,15.2,73.4,1012.4,4.7,303.0,0
2006,1,7,22,0,0.0,0.0,0.0,14.6,14.6,70.4,1011.8,3.9,303.0,0
2006,1,7,23,0,0.0,0.0,0.0,14.2,14.2,81.9,1012.1,3.8,304.5,0
2006,1,8,0,0,0.0,0.0,0.0,13.9,13.9,74.8,1011.0,3.4,307.5,0
2006,1,8,1,0,0.0,0.0,0.0,13.4,13.4,87.0,1009.8,3.3,312.0,0
2006,1,8,2,0,0.0,0.0,0.0,13.2,13.2,86.6,1010.2,3.7,316.5,0
2006,1,8,3,0,0.0,0.0,0.0,12.7,12.7,86.0,1009.4,3.5,322.5,0
2006,1,8,4,0,0.0,0.0,0.0,12.2,12.2,84.0,1009.4,3.4,328.5,0
2006,1,8,5,0,0.0,0.0,0.0,11.6,11.6,87.7,1008.3,3.0,333.0,0
2006,1,8,6,0,28.9,328.9,12.6,12.5,12.5,90.6,1009.0,3.3,336.0,0
2006,1,8,7,0,216.7,771.1,34.6,14.2,14.2,91.8,1010.4,3.0,331.5,0
2006,1,8,8,0,432.8,921.6,42.9,15.6,15.6,93.5,1008.5,3.0,324.0,0
2006,1,8,9,0,640.6,993.3,47.3,17.4,17.4,92.8,1010.4,3.4,316.5,0
2006,1,8,10,0,821.7,1033.3,49.8,18.5,18.5,93.9,1011.4,3.9,316.5,0
2006,1,8,11,0,961.3,1055.9,51.3,19.4,19.4,95.0,1012.9,4.4,319.5,0
2006,1,8,12,0,1044.9,1062.8,52.1,19.5,19.5,98.7,1009.5,5.4,318.0,0
2006,1,8,13,0,848.3,72.0,779.3,20.0,20.0,93.1,1009.2,6.9,318.0,0
2006,1,8,14,0,224.6,10.5,214.8,20.3,20.3,92.8,1008.1,8.4,319.5,0
2006,1,8,15,0,365.2,10.4,356.3,20.2,20.2,88.4,1007.6,9.9,324.0,0
2006,1,8,16,0,172.1,10.1,164.6,20.2,20.2,75.8,1007.4,10.7,325.5,0
2006,1,8,17,0,127.4,9.7,121.6,20.1,20.1,82.0,1007.6,10.3,325.5,0
2006,1,8,18,0,50.7,9.0,46.8,19.5,19.5,85.3,1007.8,9.5,324.0,0
2006,1,8,19,0,213.3,756.2,34.4,18.8,18.8,86.1,1007.7,8.2,324.0,0
2006,1,8,20,0,27.4,301.9,12.4,18.1,18.1,68.0,1007.7,7.0,324.0,0
2006,1,8,21,0,0.0,0.0,0.0,17.8,17.8,62.5,1008.0,6.5,322.5,0
2006,1,8,22,0,0.0,0.0,0.0,17.5,17.5,61.5,1007.6,6.0,322.5,0
2006,1,8,23,0,0.0,0.0,0.0,17.5,17.5,68.7,1008.0,6.0,322.5,0
2006,1,9,0,0,0.0,0.0,0.0,17.6,17.6,61.1,1007.9,5.3,327.0,0
2006,1,9,1,0,0.0,0.0,0.0,17.7,17.7,79.0,1008.1,5.1,328.5,0
2006,1,9,2,0,0.0,0.0,0.0,17.6,17.6,83.4,1007.6,4.9,327.0,0
2006,1,9,3,0,0.0,0.0,0.0,17.6,17.6,84.6,1007.5,4.9,328.5,0
2006,1,9,4,0,0.0,0.0,0.0,17.5,17.5,90.3,1007.0,4.1,328.5,0
2006,1,9,5,0,0.0,0.0,0.0,17.6,17.6,92.0,1007.1,4.8,331.5,0
2006,1,9,6,0,2.2,4.7,2.0,17.9,17.9,89.7,1006.1,6.6,328.5,0
2006,1,9,7,0,79.9,7.4,78.2,19.2,19.2,90.0,1007.8,7.9,319.5,0
2006,1,9,8,0,418.1,893.6,42.2,20.0,20.0,94.6,1005.6,9.5,306.0,0
2006,1,9,9,0,371.6,10.0,365.7,19.8,19.8,92.8,1010.2,10.4,289.5,0
2006,1,9,10,0,556.8,23.1,539.6,19.1,19.1,92.3,1012.1,9.0,279.0,0
2006,1,9,11,0,976.9,1075.9,51.2,19.0,19.0,92.5,1013.5,7.7,279.0,0
2006,1,9,12,0,896.2,90.1,812.1,18.8,18.8,98.3,1011.2,7.4,279.0,0
2006,1,9,13,0,918.7,96.8,826.0,18.5,18.5,99.4,1012.3,7.0,276.0,0
2006,1,9,14,0,772.7,53.5,722.8,18.1,18.1,94.8,1011.6,6.7,276.0,0
2006,1,9,15,0,713.2,43.6,675.6,17.7,17.7,93.0,1011.0,6.2,279.0,0
2006,1,9,16,0,829.7,1043.4,49.7,16.8,16.8,93.2,1009.4,6.0,280.5,0
2006,1,9,17,0,384.9,10.8,378.5,16.6,16.6,90.7,1009.2,5.7,285.0,0
2006,1,9,18,0,429.8,913.9,42.6,16.0,16.0,100.0,1008.9,5.5,288.0,0
2006,1,9,19,0,212.2,752.4,34.3,15.4,15.4,100.0,1008.9,5.0,291.0,0
2006,1,9,20,0,28.7,330.5,12.5,14.7,14.7,81.7,1008.4,4.9,289.5,0
2006,1,9,21,0,0.0,0.0,0.0,13.8,13.8,85.9,1008.1,4.3,291.0,0
2006,1,9,22,0,0.0,0.0,0.0,13.2,13.2,77.1,1007.8,3.9,289.5,0
2006,1,9,23,0,0.0,0.0,0.0,12.6,12.6,78.0,1006.9,3.4,294.0,0
2006,1,10,0,0,0.0,0.0,0.0,12.2,12.2,68.7,1006.4,3.1,297.0,0
2006,1,10,1,0,0.0,0.0,0.0,11.5,11.5,74.2,1005.8,2.7,304.5,0
2006,1,10,2,0,0.0,0.0,0.0,10.6,10.6,74.5,1005.1,2.9,309.0,0
2006,1,10,3,0,0.0,0.0,0.0,10.1,10.1,77.5,1004.2,2.0,318.0,0
2006,1,10,4,0,0.0,0.0,0.0,9.7,9.7,75.3,1004.8,2.3,331.5,0
2006,1,10,5,0,0.0,0.0,0.0,9.1,9.1,81.0,1003.8,1.9,342.0,0
2006,1,10,6,0,24.8,308.6,11.3,10.0,10.0,88.4,1005.8,2.0,340.5,0
2006,1,10,7,0,212.3,770.8,34.4,11.3,11.3,89.7,1008.1,1.8,336.0,0
2006,1,10,8,0,429.8,925.1,42.9,12.9,12.9,88.6,1009.2,2.1,328.5,0
2006,1,10,9,0,373.8,10.2,367.7,14.6,14.6,90.9,1011.0,1.7,325.5,0
2006,1,10,10,0,825.4,1043.2,50.1,16.1,16.1,91.1,1012.3,2.3,304.5,0
2006,1,10,11,0,968.9,1068.0,51.7,17.5,17.5,91.6,1014.4,3.3,292.5,0
2006,1,10,12,0,1060.5,1081.6,52.5,18.6,18.6,94.7,1014.9,4.6,286.5,0
2006,1,10,13,0,1092.8,1086.3,52.8,19.1,19.1,94.7,1016.0,5.3,283.5,0
2006,1,10,14,0,1063.2,1082.6,52.6,19.6,19.6,81.0,1017.6,5.2,282.0,0
2006,1,10,15,0,974.1,1070.2,51.7,19.1,19.1,76.8,1016.4,5.3,285.0,0
2006,1,10,16,0,832.1,1046.1,50.2,18.5,18.5,67.4,1015.3,5.2,282.0,0
2006,1,10,17,0,648.3,1004.4,47.6,18.1,18.1,69.9,1015.6,4.6,282.0,0
2006,1,10,18,0,436.2,928.4,43.0,17.3,17.3,69.8,1015.2,3.9,283.5,0
2006,1,10,19,0,217.8,775.2,34.6,16.5,16.5,72.9,1014.5,3.1,288.0,0
2006,1,10,20,0,28.7,331.2,12.6,14.9,14.9,54.6,1013.4,2.6,289.5,0
2006,1,10,21,0,0.0,0.0,0.0,13.7,13.7,58.6,1011.6,2.0,298.5,0
2006,1,10,22,0,0.0,0.0,0.0,13.0,13.0,54.0,1010.6,1.8,301.5,0
2006,1,10,23,0,0.0,0.0,0.0,12.3,12.3,57.0,1008.3,1.3,295.5,0
2006,1,11,0,0,0.0,0.0,0.0,11.7,11.7,55.3,1007.1,1.0,292.5,0
2006,1,11,1,0,0.0,0.0,0.0,10.9,10.9,60.8,1005.4,0.6,292.5,0
2006,1,11,2,0,0.0,0.0,0.0,10.0,10.0,64.4,1003.9,1.0,271.5,0
2006,1,11,3,0,0.0,0.0,0.0,9.7,9.7,71.4,1002.5,0.8,283.5,0
2006,1,11,4,0,0.0,0.0,0.0,10.5,10.5,69.0,1004.9,1.2,300.0,0
2006,1,11,5,0,0.0,0.0,0.0,11.8,11.8,76.9,1006.7,1.1,313.5,0
2006,1,11,6,0,22.3,288.3,10.6,11.5,11.5,84.9,1007.9,1.3,316.5,0
2006,1,11,7,0,207.6,761.2,34.2,12.5,12.5,86.0,1009.5,1.4,306.0,0
2006,1,11,8,0,423.9,917.4,42.7,13.9,13.9,84.9,1009.7,2.2,313.5,0
2006,1,11,9,0,634.4,994.1,47.3,15.7,15.7,89.0,1011.5,2.5,310.5,0
2006,1,11,10,0,819.1,1037.5,49.9,17.0,17.0,89.6,1012.2,3.4,301.5,0
2006,1,11,11,0,963.0,1063.1,51.5,18.3,18.3,89.8,1014.7,4.7,292.5,0
2006,1,11,12,0,862.6,78.3,789.8,18.9,18.9,94.1,1015.0,6.3,289.5,0
2006,1,11,13,0,590.4,22.5,568.9,19.3,19.3,96.7,1016.8,7.3,294.0,0
2006,1,11,14,0,814.5,63.9,754.9,19.9,19.9,84.3,1018.3,7.5,297.0,0
2006,1,11,15,0,967.6,1063.1,51.6,20.2,20.2,82.0,1020.1,7.5,300.0,0
2006,1,11,16,0,539.6,21.1,523.8,20.6,20.6,68.4,1021.4,7.5,301.5,0
2006,1,11,17,0,642.4,995.1,47.4,20.4,20.4,70.3,1021.4,7.4,300.0,0
2006,1,11,18,0,201.3,9.2,197.4,19.4,19.4,73.0,1021.4,6.8,298.5,0
2006,1,11,19,0,64.4,7.7,62.6,18.3,18.3,77.8,1021.3,6.0,294.0,0
2006,1,11,20,0,27.9,324.7,12.4,17.1,17.1,54.1,1020.5,4.8,286.5,0
2006,1,11,21,0,0.0,0.0,0.0,15.7,15.7,61.9,1019.3,3.9,277.5,0
2006,1,11,22,0,0.0,0.0,0.0,14.8,14.8,59.7,1018.8,2.9,277.5,0
2006,1,11,23,0,0.0,0.0,0.0,14.2,14.2,65.7,1019.1,2.3,273.0,0
2006,1,12,0,0,0.0,0.0,0.0,13.3,13.3,60.5,1019.0,1.7,270.0,0
2006,1,12,1,0,0.0,0.0,0.0,12.6,12.6,70.4,1018.5,0.9,273.0,0
2006,1,12,2,0,0.0,0.0,0.0,11.8,11.8,74.6,1017.8,0.7,277.5,0
2006,1,12,3,0,0.0,0.0,0.0,10.8,10.8,78.6,1017.4,1.0,286.5,0
2006,1,12,4,0,0.0,0.0,0.0,9.7,9.7,77.0,1016.4,2.2,150.0,0
2006,1,12,5,0,0.0,0.0,0.0,9.0,9.0,82.6,1016.0,1.9,129.0,0
2006,1,12,6,0,20.9,292.7,9.9,9.9,9.9,91.0,1016.4,1.6,145.5,0
2006,1,12,7,0,208.8,775.7,34.2,11.1,11.1,93.1,1017.4,2.1,151.5,0
2006,1,12,8,0,152.6,9.3,148.7,13.0,13.0,86.2,1019.0,3.0,154.5,0
2006,1,12,9,0,641.2,1009.1,47.5,14.9,14.9,94.3,1019.7,3.1,159.0,0
2006,1,12,10,0,827.8,1051.6,50.2,16.7,16.7,93.2,1021.5,3.0,159.0,0
2006,1,12,11,0,669.7,35.9,639.0,17.8,17.8,93.1,1022.5,2.8,172.5,0
