episode,timestep,reward,std
85,36864,-297.38872277399827,133.0570434881163
170,73728,-82.06133662818868,109.62370539880047
255,110592,-101.90496418979289,166.6428637255729
341,147456,-21.680161015466886,180.49364917812537
426,184320,8.038746525015089,113.39905234270391
511,221184,-15.834314378241658,110.94307143276357
597,258048,-40.31119646686818,130.38601806959315
682,294912,-3.122798802951808,139.91586952318718
767,331776,0.4891928697729185,100.44053734960033
853,368640,48.54257077448118,76.70197149143485
938,405504,18.26091460046073,70.12725452416691
1023,442368,33.41952224843916,86.27756133527714
1109,479232,-31.449098153217427,125.75315093158926
1194,516096,67.54669801594704,99.72008389140011
1279,552960,31.24032540050972,142.0483984520317
1365,589824,157.7637174022164,60.62862982980755
1450,626688,65.33144593727744,102.9642789203525
1535,663552,78.5907657909242,144.58976140372013
1621,700416,114.83681457366795,120.09876138594387
1706,737280,93.6455447194142,140.94150821162683
1791,774144,152.95600303286542,94.83391063994118
1877,811008,123.1655942799891,131.68834596115303
1962,847872,148.44200575386333,89.30592508867511
2047,884736,77.09101754505456,170.90616516918698
2133,921600,88.32933514224966,158.8416196119527
2218,958464,195.02910495069125,122.19417300069603
2303,995328,198.66131399468736,84.77662908081176
2389,1032192,136.76358000882482,176.40856352688402
2474,1069056,250.27272511380306,53.57230747519219
2559,1105920,229.6549331768956,63.92799487261145
2645,1142784,203.2790814097232,96.3797395559543
2730,1179648,207.50986519650033,68.39461988432946
2815,1216512,193.6944234269175,138.78429140334717
2901,1253376,186.5270697779827,110.58822648391391
2986,1290240,223.21467089253193,138.49317871429633
3071,1327104,210.749889346491,160.2278595422387
3157,1363968,244.44342757485134,141.99061139406024
3242,1400832,240.3825918826782,91.98294711159718
3327,1437696,302.96823451177147,67.71126368908973
3413,1474560,229.30379903397116,126.27298091530447
3498,1511424,209.1449014537905,112.88962637997314
3583,1548288,248.1499379362562,104.01847258244393
3669,1585152,342.2369040023374,16.15677534823132
