train/entropy_loss,train/learning_rate,train/approx_kl,train/policy_gradient_loss,time/fps,rollout/ep_len_mean,train/loss,time/time_elapsed,train/std,train/clip_range,rollout/ep_rew_mean,train/explained_variance,time/total_timesteps,time/iterations,train/n_updates,train/clip_fraction,train/value_loss
-0.5276660807430744,0.0003,0.011066731,-0.0023362883599475025,903,288.0,3.5537924766540527,906,0.3128681778907776,0.2,112.83533312,0.8840732499957085,819200,400,3990,0.09560546875,7.802276436984539
-0.507552296668291,0.0003,0.007073816,-0.002196217651362531,903,288.0,2.6491870880126953,929,0.31188422441482544,0.2,111.54528015999999,0.9294268041849136,839680,410,4090,0.091748046875,7.9295581698417665
-0.49698489531874657,0.0003,0.006585563,0.0029323249007575216,903,288.0,3.384972095489502,951,0.308943510055542,0.2,112.47857115999999,0.9001943320035934,860160,420,4190,0.099951171875,6.7343603238463405
-0.40404803603887557,0.0003,0.00961095,-0.005978263993165455,903,288.0,1.2150613069534302,974,0.29685068130493164,0.2,115.47664377000001,0.9445436932146549,880640,430,4290,0.085009765625,4.715039436519146
-0.3831516996026039,0.0003,0.0084897615,-0.002348624527803622,903,288.0,2.41342830657959,996,0.29387253522872925,0.2,114.76087686999998,0.8962859213352203,901120,440,4390,0.083544921875,5.184707031399012
-0.36054507493972776,0.0003,0.0064353645,-0.0015705391328083352,904,288.0,4.538043975830078,1019,0.2898153066635132,0.2,112.8677592,0.9011662751436234,921600,450,4490,0.07333984375,6.987117551267147
-0.3490060053765774,0.0003,0.007441115,-0.0007274024770595134,904,288.0,2.0392229557037354,1041,0.2879483103752136,0.2,114.15381006,0.9385712407529354,942080,460,4590,0.090771484375,7.089954702556133
-0.3488758385181427,0.0003,0.009911625,-0.002309993776725605,904,288.0,1.1812323331832886,1064,0.2881440818309784,0.2,108.77594805999998,0.9314021319150925,962560,470,4690,0.100927734375,3.9548889130353926
-0.28367516323924064,0.0003,0.009206307,-0.003558007022365928,904,288.0,3.1939175128936768,1086,0.28100794553756714,0.2,111.79436905,0.9425232075154781,983040,480,4790,0.072900390625,6.733345162123442
-0.19902971982955933,0.0003,0.012890583,-0.00605510105524445,904,288.0,1.7425693273544312,1109,0.26732850074768066,0.2,112.13064053,0.938842985779047,1003520,490,4890,0.151904296875,3.7208598464727403
-0.21896454617381095,0.0003,0.0071368907,-0.0010173214366659522,904,288.0,2.080044746398926,1131,0.26938676834106445,0.2,112.90341199000001,0.9443909898400307,1024000,500,4990,0.07822265625,5.993653140962124
-0.10800315290689469,0.0003,0.007981001,-0.00020137925166636706,905,288.0,2.346902847290039,1153,0.25473517179489136,0.2,113.01682868999998,0.9059793427586555,1044480,510,5090,0.0935546875,5.485501511394977
-0.03797201886773109,0.0003,0.0064746556,-0.00028857458964921535,905,288.0,3.434404134750366,1176,0.24729862809181213,0.2,113.22140232000001,0.8804722800850868,1064960,520,5190,0.08046875,6.673944826424122
-0.003845363110303879,0.0003,0.006049743,-0.0001622568815946579,905,288.0,2.4202499389648438,1199,0.24293839931488037,0.2,112.65575696999997,0.9247839972376823,1085440,530,5290,0.073193359375,6.389762191474437
0.06641753688454628,0.0003,0.006340761,-0.0023699040320934728,905,288.0,2.730349540710449,1221,0.2339712381362915,0.2,115.36384203999998,0.9209536537528038,1105920,540,5390,0.09462890625,6.238247908651829
0.1250153124332428,0.0003,0.0068919417,-0.0016246263810899108,905,288.0,2.8185007572174072,1244,0.2268337905406952,0.2,115.9534247,0.9132470339536667,1126400,550,5490,0.089892578125,6.346263352036476
0.14948071241378785,0.0003,0.00874623,-0.0035222355305450036,905,288.0,2.7334628105163574,1266,0.22398768365383148,0.2,114.89735667999999,0.9258217215538025,1146880,560,5590,0.073583984375,6.712843935191631
0.16986192464828492,0.0003,0.007173975,-0.003524257749086246,905,288.0,2.609283685684204,1288,0.22355389595031738,0.2,113.29851026000001,0.9349872320890427,1167360,570,5690,0.071484375,6.341142597794533
0.2102353446185589,0.0003,0.010216041,-0.00356282300199382,905,288.0,1.5489931106567383,1311,0.21769163012504578,0.2,113.82566917,0.8400621563196182,1187840,580,5790,0.089599609375,7.444186015427112
0.20064215809106828,0.0003,0.007639244,-0.002354365534847602,905,288.0,1.8545944690704346,1334,0.21931923925876617,0.2,117.03324838999998,0.9406097941100597,1208320,590,5890,0.09443359375,7.324800211191177
0.3029359199106693,0.0003,0.012825238,-0.004918751277728006,905,288.0,4.124316692352295,1356,0.2079179286956787,0.2,115.24027031999998,0.9306095540523529,1228800,600,5990,0.09814453125,8.680620732903481
0.35158734768629074,0.0003,0.008425969,-0.0058523771120235326,905,288.0,2.7991182804107666,1379,0.20272204279899597,0.2,114.54225656,0.9004864990711212,1249280,610,6090,0.141357421875,6.22519955188036
0.385981860011816,0.0003,0.009907634,-0.00792293886479456,905,288.0,2.188793182373047,1401,0.199393168091774,0.2,115.80064389999998,0.9149603769183159,1269760,620,6190,0.1271484375,6.267276744544506
0.4661319598555565,0.0003,0.011797458,-0.0014379213913343846,905,288.0,1.2666908502578735,1424,0.19123615324497223,0.2,113.82193054,0.9231252297759056,1290240,630,6290,0.108740234375,5.336069898307324
0.5199352018535137,0.0003,0.009890113,-0.0005981737369438634,906,288.0,2.1253342628479004,1446,0.1865391582250595,0.2,111.95508059,0.866650328040123,1310720,640,6390,0.124853515625,6.769341672956943
0.5149928770959378,0.0003,0.0060501415,-0.0010134812910109758,906,288.0,3.1913905143737793,1468,0.18634161353111267,0.2,112.70858769,0.9430394545197487,1331200,650,6490,0.065380859375,5.252183490991593
0.5618028208613396,0.0003,0.0074693514,-0.002557237254222855,906,288.0,3.5300166606903076,1491,0.18299008905887604,0.2,114.48131975,0.8657173067331314,1351680,660,6590,0.09443359375,8.079928250610829
0.6287023968994617,0.0003,0.007936946,-0.0006241987342946231,906,288.0,2.84517765045166,1513,0.17751973867416382,0.2,117.91060768999998,0.8743345886468887,1372160,670,6690,0.08662109375,7.278120659291744
0.7009688720107079,0.0003,0.013786621,-0.0014456903241807594,906,288.0,4.603672981262207,1535,0.17047134041786194,0.2,115.63582993000001,0.9362800195813179,1392640,680,6790,0.1181640625,9.092415909469128
0.7281915806233883,0.0003,0.014538128,-0.0032735463173594326,906,288.0,2.5915050506591797,1558,0.1684693992137909,0.2,116.37926611,0.9230890795588493,1413120,690,6890,0.152001953125,5.146413084119558
0.8067415185272694,0.0003,0.008063925,-0.0019421724777203054,906,288.0,2.478179931640625,1580,0.16203132271766663,0.2,118.58725638,0.8968353122472763,1433600,700,6990,0.078271484375,6.617252506315708
