#{"t_start": 1744647228.1938093, "env_id": "None"}
r,l,t
79.122064,114,20.919368
77.840933,114,21.077724
74.644871,114,21.235732
70.539312,114,21.393045
66.407321,114,21.547338
76.22752,114,42.569931
78.155985,114,42.746734
77.803371,114,42.918833
77.699215,114,43.088048
81.200622,114,43.257983
55.653238,114,64.319213
60.310555,114,64.487452
58.37891,114,64.657832
56.967001,114,64.825855
57.957028,114,64.997547
67.32523,114,86.098537
73.546448,114,86.286213
68.589566,114,86.462477
72.048848,114,86.639575
70.031425,114,86.816377
82.828648,114,107.75944
85.174314,114,107.937201
86.130905,114,108.105325
85.99593,114,108.276002
89.501606,114,108.445214
92.655772,114,129.543375
95.050642,114,129.712593
96.989407,114,129.871477
101.267772,114,130.030861
103.388926,114,130.192887
106.076473,114,151.268266
109.835502,114,151.426394
111.586459,114,151.579804
112.466357,114,151.733614
112.897894,114,151.913439
113.52315,114,172.892735
113.705375,114,173.053248
113.902761,114,173.210202
113.903688,114,173.368265
113.985832,114,173.525919
