#{"t_start": 1744647228.2159843, "env_id": "None"}
r,l,t
-84.349736,114,474.969023
-88.507136,114,475.106683
-82.875576,114,475.277185
-84.097398,114,475.417193
-88.501604,114,475.547707
-65.958924,114,482.728534
-61.349864,114,482.844221
-62.496288,114,482.96745
-55.510298,114,483.083547
-67.822908,114,483.201428
-83.473027,114,490.158735
-86.343503,114,490.285648
-82.312903,114,490.413497
-86.472162,114,490.540824
-82.092945,114,490.670303
-85.091582,114,497.527782
-83.915079,114,497.650851
-83.8802,114,497.769766
-86.1832,114,497.899397
-84.595494,114,498.017844
-87.559786,114,505.317692
-84.269072,114,505.445655
-82.554104,114,505.573242
-86.704032,114,505.701184
-87.329046,114,505.829913
-85.112426,114,513.244393
-84.190464,114,513.373618
-85.636427,114,513.501558
-85.021386,114,513.629992
-85.508316,114,513.759035
-82.606412,114,521.088656
-86.131455,114,521.219324
-83.643894,114,521.359607
-84.596858,114,521.494157
-84.889985,114,521.630323
-87.391235,114,528.999993
-87.532571,114,529.142407
-83.554679,114,529.295416
-87.535041,114,529.440329
-83.554679,114,529.569574
-84.821831,114,536.963595
-87.256817,114,537.107072
-83.019812,114,537.241262
-84.57009,114,537.374485
-84.214126,114,537.509031
