episode,timestep,reward,std
3,288,40.099652868509295,1.4350197039312511
6,576,39.77052343785763,1.5969058795003592
10,864,40.41863642632961,1.8099821034192916
13,1152,42.574756634235385,1.9716588616623634
17,1440,43.41627722531557,1.2374127388973006
20,1728,45.56578631699085,1.2314058346664056
23,2016,45.15707431733608,0.9479946867933825
27,2304,46.646803210675714,1.5793202689048036
30,2592,47.981149818003175,1.5781572155785744
34,2880,48.86702133864164,1.9654591614590236
37,3168,49.93185798227787,1.4341721461886905
41,3456,50.92777920812368,1.0090051229250454
44,3744,50.590544521808624,1.7328599534127667
47,4032,51.70681504160166,1.3927497552073067
51,4320,52.245591624081136,1.536784454626208
54,4608,53.7056678429246,0.9619245433850326
58,4896,53.83332550674677,1.5958871555802607
61,5184,54.986084611713885,1.007894505019335
65,5472,55.59465735554695,1.2075609318140037
68,5760,55.03607041835785,1.4688748965441016
71,6048,55.19741785749793,1.2018019698972446
75,6336,56.53744454607367,1.183884369506912
78,6624,56.124545545876025,1.0470589546040967
82,6912,56.18303523138165,1.0464914383751502
85,7200,56.288958901166914,0.938209269755047
89,7488,55.123335112631324,0.8469012033760631
92,7776,54.5076636210084,1.1677190819002226
95,8064,53.9406354226172,1.1977656119681974
99,8352,54.77047615051269,1.0509854380498729
102,8640,55.442114405333996,1.4060520222025643
106,8928,56.41089598946273,0.6728708555710655
109,9216,56.1221295081079,1.4756747467880138
113,9504,55.95016653388738,1.6547496931698324
116,9792,56.23221989795566,1.3063476493865824
119,10080,56.645931084826586,1.2410427790539191
123,10368,56.07681163102389,1.4488898532097942
126,10656,56.98138612881303,1.105367768929597
130,10944,56.769807402044535,1.149233031575354
133,11232,56.11875532120466,1.367799803727422
137,11520,56.31121070124209,1.2092484805387016
140,11808,56.57461981885135,0.7957035756361709
143,12096,56.96668002866208,0.8452699829812601
147,12384,55.967061415314674,0.9042665342086376
150,12672,56.202202950418,1.0385116018363025
154,12960,55.698500231653455,0.5484363573468578
157,13248,55.47255642265081,1.0984735353325332
161,13536,55.0463275231421,1.2653770502150519
