,mean_episode_rewards,std_episode_rewards,episodes,Q_values_policy,Q_values_target,steps,action_randomness
0,-0.4606296718120575,0.9642701745033264,0,1.9744956493377686,0.6790930032730103,288.0,0.9618055555555556
1,-0.49019336700439453,1.0473766326904297,1,1.672130823135376,0.4640122354030609,288.0,0.9444444444444444
2,-0.19546233117580414,0.997079610824585,2,1.5270514488220215,0.4097211956977844,288.0,0.9548611111111112
3,-0.3666857182979584,0.9902083873748779,3,1.6224114894866943,0.47778359055519104,288.0,0.9236111111111112
4,-0.38252905011177063,0.991335928440094,4,1.5827997922897339,0.5932108163833618,288.0,0.9409722222222222
5,-0.5338990092277527,0.9574416875839233,5,1.6717534065246582,0.7460015416145325,288.0,0.9548611111111112
6,-0.2966309189796448,1.0988438129425049,6,1.9084255695343018,0.952643632888794,288.0,0.9340277777777778
7,-0.19855614006519318,1.0022785663604736,7,2.203436851501465,1.166757583618164,288.0,0.9444444444444444
8,-0.24664603173732758,0.9963833093643188,8,2.420853614807129,1.3720452785491943,288.0,0.9375
9,-0.6094364523887634,0.9712193012237549,9,2.778341054916382,1.6385419368743896,288.0,0.9444444444444444
10,-0.369637131690979,0.9907153844833374,10,2.9928297996520996,1.8706125020980835,288.0,0.9270833333333334
11,-0.45496708154678345,0.9741333723068237,11,3.254415512084961,2.117845296859741,288.0,0.9166666666666666
12,-0.41284385323524475,1.0080726146697998,12,3.5766334533691406,2.3864221572875977,288.0,0.9305555555555556
13,-0.3685944378376007,0.9843496680259705,13,4.006989002227783,2.724400758743286,288.0,0.9236111111111112
14,-0.49221038818359375,0.9625636339187622,14,4.36439323425293,3.03286075592041,288.0,0.9444444444444444
15,-0.4907954931259155,1.0950381755828857,15,4.623072624206543,3.3105123043060303,288.0,0.9305555555555556
16,-0.3261408507823944,0.9885969758033752,16,5.084653854370117,3.68548321723938,288.0,0.9618055555555556
17,-0.30954182147979736,0.9957584738731384,17,5.500535011291504,4.079297065734863,288.0,0.9305555555555556
18,-0.5853191018104553,0.9405969381332397,18,5.810420036315918,4.417446136474609,288.0,0.9201388888888888
19,-0.23452694714069366,1.0379533767700195,19,6.19869327545166,4.761262893676758,288.0,0.9375
20,-0.3801092505455017,0.9843012690544128,20,6.500441551208496,5.068079948425293,288.0,0.9375
21,-0.42979589104652405,0.9822949171066284,21,6.901208877563477,5.506506443023682,288.0,0.9340277777777778
22,-0.42927026748657227,0.9732048511505127,22,7.3493852615356445,5.9393181800842285,288.0,0.9444444444444444
23,-0.5146403908729553,0.9606226086616516,23,7.734985828399658,6.267848968505859,288.0,0.9305555555555556
24,-0.23841391503810883,0.9971938729286194,24,8.12472152709961,6.726738929748535,288.0,0.9131944444444444
25,-0.5903334021568298,0.9597740173339844,25,8.201986312866211,6.80224609375,288.0,0.9166666666666666
26,-0.1649058610200882,1.1852691173553467,26,8.74543571472168,7.333651065826416,288.0,0.9479166666666666
27,-0.6097596883773804,0.924571692943573,27,9.184503555297852,7.832347869873047,288.0,0.9340277777777778
28,-0.4622241258621216,0.9748414158821106,28,9.590629577636719,8.203948974609375,288.0,0.9409722222222222
29,-0.40994536876678467,1.1469181776046753,29,9.911371231079102,8.554591178894043,288.0,0.9444444444444444
30,-0.15299946069717407,1.114776849746704,30,10.363805770874023,8.983268737792969,288.0,0.9305555555555556
31,-0.39314159750938416,0.9885194301605225,31,10.600319862365723,9.226807594299316,288.0,0.9027777777777778
32,-0.4412911832332611,0.9797675013542175,32,11.00010871887207,9.671586990356445,288.0,0.9097222222222222
33,-0.5381311178207397,0.9496657252311707,33,11.19039535522461,9.842425346374512,288.0,0.9131944444444444
34,-0.4675244092941284,0.9689159989356995,34,11.953161239624023,10.564807891845703,288.0,0.9166666666666666
35,-0.05146684870123863,1.0362178087234497,35,11.989278793334961,10.65884017944336,288.0,0.9236111111111112
36,-0.10180683434009552,1.0923280715942383,36,12.376078605651855,11.056838989257812,288.0,0.9166666666666666
37,-0.027013195678591728,1.1296508312225342,37,12.796480178833008,11.45169734954834,288.0,0.8958333333333334
38,-0.17952097952365875,1.0053242444992065,38,13.160551071166992,11.842263221740723,288.0,0.90625
39,-0.3224160969257355,0.9974904656410217,39,13.460749626159668,12.147863388061523,288.0,0.9305555555555556
40,-0.3020397424697876,0.994372546672821,40,13.723112106323242,12.412803649902344,288.0,0.8645833333333334
41,-0.23726505041122437,1.1412924528121948,41,14.41259765625,13.10765552520752,288.0,0.9097222222222222
42,-0.2719980478286743,0.9958544969558716,42,14.547182083129883,13.285554885864258,288.0,0.9097222222222222
43,-0.3823963701725006,0.9905083775520325,43,15.072565078735352,13.755552291870117,288.0,0.9097222222222222
44,-0.24525171518325806,1.0056474208831787,44,15.341585159301758,14.046640396118164,288.0,0.9166666666666666
45,-0.41309094429016113,0.9849368929862976,45,15.505260467529297,14.250675201416016,288.0,0.8854166666666666
46,-0.4584185779094696,0.9754507541656494,46,16.14133071899414,14.86491584777832,288.0,0.9270833333333334
47,-0.3539925813674927,0.9943606853485107,47,16.50775146484375,15.257798194885254,288.0,0.8784722222222222
48,-0.4274415671825409,0.9845646023750305,48,16.65176773071289,15.437797546386719,288.0,0.9097222222222222
49,-0.4283024072647095,0.9695548415184021,49,17.067567825317383,15.851593017578125,288.0,0.9027777777777778
50,-0.2569386661052704,1.0077989101409912,50,17.345735549926758,16.134090423583984,288.0,0.9236111111111112
51,-0.38659632205963135,1.1108111143112183,51,17.7489013671875,16.529573440551758,288.0,0.8958333333333334
52,-0.4583529233932495,1.1607547998428345,52,17.69357681274414,16.51853370666504,288.0,0.9027777777777778
53,-0.4144038259983063,0.9891690611839294,53,17.987255096435547,16.803157806396484,288.0,0.9201388888888888
54,-0.26268815994262695,1.1400188207626343,54,18.59713363647461,17.401874542236328,288.0,0.9305555555555556
55,-0.45440006256103516,0.9747836589813232,55,18.969005584716797,17.798995971679688,288.0,0.9027777777777778
56,-0.342219740152359,0.9969989061355591,56,19.33786392211914,18.159957885742188,288.0,0.8958333333333334
57,-0.16934379935264587,1.00093412399292,57,19.767223358154297,18.572040557861328,288.0,0.8958333333333334
58,-0.218977689743042,1.0043684244155884,58,19.897560119628906,18.76101303100586,288.0,0.8888888888888888
59,-0.42329269647598267,0.9795725345611572,59,20.163124084472656,19.034364700317383,288.0,0.9027777777777778
60,-0.14322830736637115,1.0019437074661255,60,20.47014808654785,19.392959594726562,288.0,0.8854166666666666
